bundle_id,row,subject_id,template,targets,flat_indices,target_indices,moves,score,residual_toxicity,residual_safety,residual_gap,antidote_score,h111_rate,h108_rejected_rate,h109_rate,family_count,spec_name
r101_global_state_Q3_S1,101,id04,global_state,"('Q3', 'S1')","(709, 710)","(2, 3)","(np.float64(0.04739776729972389), np.float64(0.018053617149205343))",0.6596971243224282,0.393377,0.7419274771428572,0.34855047714285725,0.7674828571428571,0.5,0.5,0.0,3.0,rowroute_global_state_c92_a042
r101_objective_antidote_Q3_S1,101,id04,objective_antidote,"('Q3', 'S1')","(709, 710)","(2, 3)","(np.float64(0.04739776729972389), np.float64(0.018053617149205343))",0.6596971243224282,0.393377,0.7419274771428572,0.34855047714285725,0.7674828571428571,0.5,0.5,0.0,3.0,rowroute_global_state_c92_a042
r101_quality_stage_Q3_S1,101,id04,quality_stage,"('Q3', 'S1')","(709, 710)","(2, 3)","(np.float64(0.04739776729972389), np.float64(0.018053617149205343))",0.6596971243224282,0.393377,0.7419274771428572,0.34855047714285725,0.7674828571428571,0.5,0.5,0.0,3.0,rowroute_global_state_c92_a042
r070_global_state_S3_Q1_Q3,70,id03,global_state,"('S3', 'Q1', 'Q3')","(495, 490, 492)","(5, 0, 2)","(np.float64(0.016860578834408484), np.float64(0.00542974979302812), np.float64(0.0441752721382174))",0.6451048611230428,0.4684562857142857,0.7627292133333334,0.2942729276190478,0.7356304761904761,0.6666666666666666,0.0,0.0,3.3333333333333335,rowroute_global_state_c92_a042
r070_quality_stage_S3_Q1_Q3,70,id03,quality_stage,"('S3', 'Q1', 'Q3')","(495, 490, 492)","(5, 0, 2)","(np.float64(0.016860578834408484), np.float64(0.00542974979302812), np.float64(0.0441752721382174))",0.6451048611230428,0.4684562857142857,0.7627292133333334,0.2942729276190478,0.7356304761904761,0.6666666666666666,0.0,0.0,3.3333333333333335,rowroute_global_state_c92_a042
r078_quality_stage_S3_Q1_Q3,78,id03,quality_stage,"('S3', 'Q1', 'Q3')","(551, 546, 548)","(5, 0, 2)","(np.float64(0.00847015533518952), np.float64(0.010623996111654955), np.float64(-0.007321882127479206))",0.6401903665410573,0.46047761904761897,0.7103464971428574,0.24986887809523825,0.7125447619047618,0.6666666666666666,0.0,0.0,2.6666666666666665,rowroute_global_state_c92_a042
r151_objective_antidote_S2_Q3,151,id06,objective_antidote,"('S2', 'Q3')","(1061, 1059)","(4, 2)","(np.float64(0.041286151587200226), np.float64(0.09129565429939983))",0.6243659848697088,0.4652627142857143,0.6499470371428571,0.1846843228571428,0.8090542857142857,1.0,1.0,0.0,5.5,rowroute_global_state_c92_a042
r151_global_state_S2_Q3_Q1,151,id06,global_state,"('S2', 'Q3', 'Q1')","(1061, 1059, 1057)","(4, 2, 0)","(np.float64(0.041286151587200226), np.float64(0.09129565429939983), np.float64(-0.0526524689067376))",0.5777733173268259,0.5338311428571428,0.6650171904761905,0.13118604761904762,0.6655752380952381,1.0,0.6666666666666666,0.0,5.666666666666667,rowroute_global_state_c92_a042
r144_global_state_S2_S3,144,id06,global_state,"('S2', 'S3')","(1012, 1013)","(4, 5)","(np.float64(0.026700870591076706), np.float64(0.07544364571628245))",0.5179515720471422,0.4303595714285714,0.6984576942857144,0.268098122857143,0.85452,1.0,0.0,0.0,4.5,rowroute_global_state_c92_a042
r144_objective_antidote_S2_S3,144,id06,objective_antidote,"('S2', 'S3')","(1012, 1013)","(4, 5)","(np.float64(0.026700870591076706), np.float64(0.07544364571628245))",0.5179515720471422,0.4303595714285714,0.6984576942857144,0.268098122857143,0.85452,1.0,0.0,0.0,4.5,rowroute_global_state_c92_a042
r136_global_state_S4_S1,136,id06,global_state,"('S4', 'S1')","(958, 955)","(6, 3)","(np.float64(-0.04022465246990316), np.float64(0.017111111466288124))",0.49297183160476915,0.39689185714285713,0.6847583028571429,0.28786644571428577,0.7970514285714286,0.5,0.0,0.0,3.0,rowroute_global_state_c92_a042
r136_objective_antidote_S4_S1,136,id06,objective_antidote,"('S4', 'S1')","(958, 955)","(6, 3)","(np.float64(-0.04022465246990316), np.float64(0.017111111466288124))",0.49297183160476915,0.39689185714285713,0.6847583028571429,0.28786644571428577,0.7970514285714286,0.5,0.0,0.0,3.0,rowroute_global_state_c92_a042
r136_quality_stage_S4_S1,136,id06,quality_stage,"('S4', 'S1')","(958, 955)","(6, 3)","(np.float64(-0.04022465246990316), np.float64(0.017111111466288124))",0.49297183160476915,0.39689185714285713,0.6847583028571429,0.28786644571428577,0.7970514285714286,0.5,0.0,0.0,3.0,rowroute_global_state_c92_a042
r146_global_state_S1_Q3,146,id06,global_state,"('S1', 'Q3')","(1025, 1024)","(3, 2)","(np.float64(-0.029434299918654497), np.float64(0.06131870158046451))",0.4866889965668605,0.574521,0.6342815,0.05976050000000008,0.5359314285714285,0.0,0.5,0.5,4.0,rowroute_global_state_c92_a042
r146_quality_stage_S1_Q3,146,id06,quality_stage,"('S1', 'Q3')","(1025, 1024)","(3, 2)","(np.float64(-0.029434299918654497), np.float64(0.06131870158046451))",0.4866889965668605,0.574521,0.6342815,0.05976050000000008,0.5359314285714285,0.0,0.5,0.5,4.0,rowroute_global_state_c92_a042
r148_global_state_S4_S2,148,id06,global_state,"('S4', 'S2')","(1042, 1040)","(6, 4)","(np.float64(0.004607351074052453), np.float64(0.013943053512224255))",0.48634260014369507,0.3696694285714286,0.6646901257142857,0.29502069714285706,0.7989057142857143,0.5,0.0,0.0,2.0,rowroute_global_state_c92_a042
r148_objective_antidote_S4_S2,148,id06,objective_antidote,"('S4', 'S2')","(1042, 1040)","(6, 4)","(np.float64(0.004607351074052453), np.float64(0.013943053512224255))",0.48634260014369507,0.3696694285714286,0.6646901257142857,0.29502069714285706,0.7989057142857143,0.5,0.0,0.0,2.0,rowroute_global_state_c92_a042
r103_global_state_S1_Q3,103,id04,global_state,"('S1', 'Q3')","(724, 723)","(3, 2)","(np.float64(0.018173537079372443), np.float64(0.029630780960530262))",0.4513057356336658,0.42226042857142854,0.6131959371428571,0.19093550857142857,0.7727028571428571,0.0,0.0,0.0,1.0,rowroute_global_state_c92_a042
r103_objective_antidote_S1_Q3,103,id04,objective_antidote,"('S1', 'Q3')","(724, 723)","(3, 2)","(np.float64(0.018173537079372443), np.float64(0.029630780960530262))",0.4513057356336658,0.42226042857142854,0.6131959371428571,0.19093550857142857,0.7727028571428571,0.0,0.0,0.0,1.0,rowroute_global_state_c92_a042
r103_quality_stage_S1_Q3,103,id04,quality_stage,"('S1', 'Q3')","(724, 723)","(3, 2)","(np.float64(0.018173537079372443), np.float64(0.029630780960530262))",0.4513057356336658,0.42226042857142854,0.6131959371428571,0.19093550857142857,0.7727028571428571,0.0,0.0,0.0,1.0,rowroute_global_state_c92_a042
r098_global_state_S1_S4,98,id04,global_state,"('S1', 'S4')","(689, 692)","(3, 6)","(np.float64(-0.03131405230461526), np.float64(-0.01885590878935978))",0.4501527156946221,0.536698,0.6245135485714286,0.08781554857142868,0.5180171428571427,1.0,0.5,0.0,5.0,rowroute_global_state_c92_a042
r098_quality_stage_S1_S4,98,id04,quality_stage,"('S1', 'S4')","(689, 692)","(3, 6)","(np.float64(-0.03131405230461526), np.float64(-0.01885590878935978))",0.4501527156946221,0.536698,0.6245135485714286,0.08781554857142868,0.5180171428571427,1.0,0.5,0.0,5.0,rowroute_global_state_c92_a042
r043_global_state_Q1_S2_S1,43,id02,global_state,"('Q1', 'S2', 'S1')","(301, 305, 304)","(0, 4, 3)","(np.float64(0.007662430254927924), np.float64(0.007109491542131202), np.float64(0.00672208910925993))",0.435048500618288,0.37511514285714287,0.5892616666666667,0.2141465238095238,0.7988152380952381,0.0,0.0,0.0,1.0,rowroute_global_state_c92_a042
r000_global_state_S1_S4,0,id01,global_state,"('S1', 'S4')","(3, 6)","(3, 6)","(np.float64(-0.041839413717524136), np.float64(-0.010251675285273954))",0.4239013716596334,0.553653,0.6623764600000001,0.1087234600000001,0.5653514285714285,0.5,1.0,0.0,4.5,rowroute_global_state_c92_a042
r000_quality_stage_S1_S4,0,id01,quality_stage,"('S1', 'S4')","(3, 6)","(3, 6)","(np.float64(-0.041839413717524136), np.float64(-0.010251675285273954))",0.4239013716596334,0.553653,0.6623764600000001,0.1087234600000001,0.5653514285714285,0.5,1.0,0.0,4.5,rowroute_global_state_c92_a042
r143_global_state_S2_S1_S4,143,id06,global_state,"('S2', 'S1', 'S4')","(1005, 1004, 1007)","(4, 3, 6)","(np.float64(0.01194726137793342), np.float64(0.01687833593106662), np.float64(0.008991405059515704))",0.42017098424744914,0.41778838095238086,0.7071118990476192,0.2893235180952382,0.8590628571428572,0.0,0.0,0.0,1.3333333333333333,rowroute_global_state_c92_a042
r143_objective_antidote_S2_S1_S4,143,id06,objective_antidote,"('S2', 'S1', 'S4')","(1005, 1004, 1007)","(4, 3, 6)","(np.float64(0.01194726137793342), np.float64(0.01687833593106662), np.float64(0.008991405059515704))",0.42017098424744914,0.41778838095238086,0.7071118990476192,0.2893235180952382,0.8590628571428572,0.0,0.0,0.0,1.3333333333333333,rowroute_global_state_c92_a042
r196_global_state_Q1_Q3,196,id08,global_state,"('Q1', 'Q3')","(1372, 1374)","(0, 2)","(np.float64(-0.029545441882795107), np.float64(-0.014566221584228411))",0.41741693126157353,0.5323557142857144,0.6979019371428572,0.1655462228571429,0.6639514285714285,1.0,0.0,0.0,4.5,rowroute_global_state_c92_a042
r196_quality_stage_Q1_Q3,196,id08,quality_stage,"('Q1', 'Q3')","(1372, 1374)","(0, 2)","(np.float64(-0.029545441882795107), np.float64(-0.014566221584228411))",0.41741693126157353,0.5323557142857144,0.6979019371428572,0.1655462228571429,0.6639514285714285,1.0,0.0,0.0,4.5,rowroute_global_state_c92_a042
r151_quality_stage_Q3_Q1,151,id06,quality_stage,"('Q3', 'Q1')","(1059, 1057)","(2, 0)","(np.float64(0.09129565429939983), np.float64(-0.0526524689067376))",0.3860354061180989,0.6157071428571429,0.6877619228571429,0.07205477999999998,0.6034885714285714,1.0,0.5,0.0,6.0,rowroute_global_state_c92_a042
r143_quality_stage_S1_S4,143,id06,quality_stage,"('S1', 'S4')","(1004, 1007)","(3, 6)","(np.float64(0.01687833593106662), np.float64(0.008991405059515704))",0.38458832307131374,0.440341,0.7016240314285715,0.26128303142857157,0.8923885714285715,0.0,0.0,0.0,1.0,rowroute_global_state_c92_a042
r059_global_state_Q1_S1,59,id03,global_state,"('Q1', 'S1')","(413, 416)","(0, 3)","(np.float64(0.0070760676075481985), np.float64(0.00723561777392727))",0.38283228249536044,0.37538228571428567,0.6284172628571429,0.25303497714285716,0.8009828571428571,0.0,0.0,0.0,1.0,rowroute_global_state_c92_a042
r059_quality_stage_Q1_S1,59,id03,quality_stage,"('Q1', 'S1')","(413, 416)","(0, 3)","(np.float64(0.0070760676075481985), np.float64(0.00723561777392727))",0.38283228249536044,0.37538228571428567,0.6284172628571429,0.25303497714285716,0.8009828571428571,0.0,0.0,0.0,1.0,rowroute_global_state_c92_a042
r043_quality_stage_Q1_S1,43,id02,quality_stage,"('Q1', 'S1')","(301, 304)","(0, 3)","(np.float64(0.007662430254927924), np.float64(0.00672208910925993))",0.3805365604948364,0.37524857142857143,0.6261265257142856,0.25087795428571424,0.7995971428571429,0.0,0.0,0.0,1.0,rowroute_global_state_c92_a042
r054_global_state_S1_S3_S2,54,id02,global_state,"('S1', 'S3', 'S2')","(381, 383, 382)","(3, 5, 4)","(np.float64(0.0068590880201046), np.float64(0.05234050802401999), np.float64(0.18))",0.37566763281043514,0.36121457142857144,0.6539004495238095,0.2926858780952381,0.7721980952380952,0.0,0.0,0.0,0.3333333333333333,rowroute_global_state_c92_a042
r054_objective_antidote_S1_S3_S2,54,id02,objective_antidote,"('S1', 'S3', 'S2')","(381, 383, 382)","(3, 5, 4)","(np.float64(0.0068590880201046), np.float64(0.05234050802401999), np.float64(0.18))",0.37566763281043514,0.36121457142857144,0.6539004495238095,0.2926858780952381,0.7721980952380952,0.0,0.0,0.0,0.3333333333333333,rowroute_global_state_c92_a042
r054_quality_stage_S1_S3,54,id02,quality_stage,"('S1', 'S3')","(381, 383)","(3, 5)","(np.float64(0.0068590880201046), np.float64(0.05234050802401999))",0.3574427993999239,0.3594805714285714,0.6598514,0.3003708285714285,0.7651257142857143,0.0,0.0,0.0,0.5,rowroute_global_state_c92_a042
r205_global_state_S1_S2,205,id09,global_state,"('S1', 'S2')","(1438, 1439)","(3, 4)","(np.float64(0.00748144437367068), np.float64(0.18))",0.3446318490315878,0.36759171428571424,0.6354292771428571,0.26783756285714283,0.7921085714285715,0.0,0.0,0.0,0.5,rowroute_global_state_c92_a042
r205_objective_antidote_S1_S2,205,id09,objective_antidote,"('S1', 'S2')","(1438, 1439)","(3, 4)","(np.float64(0.00748144437367068), np.float64(0.18))",0.3446318490315878,0.36759171428571424,0.6354292771428571,0.26783756285714283,0.7921085714285715,0.0,0.0,0.0,0.5,rowroute_global_state_c92_a042
r053_global_state_S2_S1,53,id02,global_state,"('S2', 'S1')","(375, 374)","(4, 3)","(np.float64(0.007232061776601648), np.float64(0.033297889296328056))",0.3435140668278688,0.3511302857142857,0.63704622,0.28591593428571427,0.7190571428571428,0.0,0.0,0.0,0.5,rowroute_global_state_c92_a042
r053_objective_antidote_S2_S1,53,id02,objective_antidote,"('S2', 'S1')","(375, 374)","(4, 3)","(np.float64(0.007232061776601648), np.float64(0.033297889296328056))",0.3435140668278688,0.3511302857142857,0.63704622,0.28591593428571427,0.7190571428571428,0.0,0.0,0.0,0.5,rowroute_global_state_c92_a042
r043_objective_antidote_S2_S1,43,id02,objective_antidote,"('S2', 'S1')","(305, 304)","(4, 3)","(np.float64(0.007109491542131202), np.float64(0.00672208910925993))",0.2886905195599176,0.3745842857142857,0.5149190342857143,0.14033474857142858,0.796,0.0,0.0,0.0,1.0,rowroute_global_state_c92_a042
