pool,base_agg,delta_agg,gate,n,pool_size,pool_support_mean,gate_active_q2s3,gate_weight_q2s3_mean,strict_gate,deployable_gate,loose_gate,all_margin_vs_mixmin,best_all_delta_vs_mixmin,best_all_minus_base,best_worst_set_delta,best_sets_beating_base,best_sets_tail_neutral,best_hidden_q2s3_minus_base,best_world_support_minus_base,best_block_win_rate
translator_tail_soft_p90_m1.00,mean,mean,soft_agree_top50,6,25,1.36,0.158,0.14328,0,0,1,0,-8.855386693040757e-06,-3.901802718697667e-06,8.588737326342688e-06,3,3,-0.00030682422105120233,-0.00026480034940471473,0.7222222222222222
support2_high_block,median,signed_p75,soft_agree_top50,6,36,2.0,0.132,0.12533333333333332,0,0,1,0,-8.847250026366993e-06,-4.276900145372409e-06,8.343331587057357e-06,3,3,-0.0002668991236480442,-0.00019334794801605928,0.6944444444444444
top75_heldout_mean,mean,median,agree55,6,75,1.64,0.214,0.214,0,0,1,0,-8.840145657162957e-06,-3.948292024325006e-06,8.318143310481751e-06,3,3,-0.00024061482091325415,-0.0001865411152960517,0.7777777777777778
top50_heldout_mean,median,median,top_abs50,6,50,1.84,0.118,0.118,0,0,1,0,-8.825445077964567e-06,-4.16609410469615e-06,7.732901626034128e-06,3,3,-0.00023755505432258156,-0.0001511541848240093,0.6111111111111112
support2_top50,median,median,soft_agree_top50,6,50,2.0,0.12,0.0996,0,0,1,0,-8.80094153776767e-06,-4.207463500827124e-06,7.664098037318823e-06,3,3,-0.00026548451602075723,-0.000181298105411215,0.6111111111111112
support2_top50,mean,weighted_mean,soft_signed,6,50,2.0,0.234,0.18727999999999997,0,0,1,0,-8.800847139278645e-06,-4.054285856147644e-06,7.959178931593591e-06,3,3,-0.0002868054598477929,-0.0002412354075211787,0.8055555555555556
translator_tail_soft_p90_m0.50,mean,median,soft_signed_sq,6,13,1.4615384615384615,0.252,0.2268757396449704,0,0,1,0,-8.796235378194517e-06,-4.030702925539309e-06,1.0938068060850625e-05,3,3,-0.00031652522323968174,-0.00027691064045003437,0.8333333333333334
translator_tail_soft_p90_m0.50,median,median,none,6,13,1.4615384615384615,1.0,1.0,0,0,1,0,-8.79373587725496e-06,-4.566042886011701e-06,1.2959263245293506e-05,3,3,-0.0003241501756812912,-0.0002788177667255032,0.8333333333333334
support2,mean,weighted_mean,soft_signed,6,51,2.0,0.234,0.19070588235294123,0,0,1,0,-8.786890191347929e-06,-4.041214049954611e-06,7.979712015826479e-06,3,3,-0.0002867673979240967,-0.00024252081988630487,0.8055555555555556
top75_heldout_mean,mean,median,top_abs50,6,75,1.64,0.112,0.112,0,0,1,0,-8.786473183586274e-06,-3.894619550748324e-06,8.208244343554938e-06,3,3,-0.00022152331632202538,-0.0001492254897468904,0.6111111111111112
all_unique,mean,signed_p75,top_abs30,6,104,1.4903846153846154,0.086,0.086,0,0,1,0,-8.784173104348092e-06,-3.890878775614226e-06,6.800658000516435e-06,3,3,-0.00031959328156999645,-0.00026784243870427984,0.5833333333333334
translator_tail_soft_p90_m0.50,median,signed_p75,soft_signed,6,13,1.4615384615384615,0.252,0.23338461538461536,0,0,1,0,-8.776642702379434e-06,-4.548949711136174e-06,1.2982362452285123e-05,3,3,-0.0003274249784185612,-0.00028614506399223796,0.8333333333333334
translator_tail_soft_p90_m1.00,median,weighted_mean,soft_agree_top50,6,25,1.36,0.154,0.13928000000000001,0,0,1,0,-8.773393600836066e-06,-4.154279136248107e-06,7.4007836683431805e-06,3,3,-0.00031062297003259937,-0.00026552142491714217,0.7222222222222222
support2,mean,median,soft_agree_top50,6,51,2.0,0.118,0.09894117647058825,0,0,1,0,-8.770221673004563e-06,-4.0245455316112455e-06,8.279626542373464e-06,3,3,-0.00026505389290152476,-0.0001779141215916824,0.6111111111111112
translator_tail_soft_p90_m0.50,mean,weighted_mean,soft_signed_sq,6,13,1.4615384615384615,0.252,0.2268757396449704,0,0,1,0,-8.764017782603162e-06,-3.998485329947954e-06,1.092626036125477e-05,3,3,-0.0002887307972075301,-0.0002523700839949295,0.8333333333333334
top50_heldout_mean,median,weighted_mean,soft_agree_top50,6,50,1.84,0.144,0.12327999999999999,0,0,1,0,-8.74687502827598e-06,-4.087524055007563e-06,7.271797916708067e-06,3,3,-0.0002886542524254479,-0.00023102481685630658,0.6666666666666666
top50_heldout_mean,mean,weighted_mean,soft_signed_sq,6,50,1.84,0.226,0.16083519999999996,0,0,1,0,-8.738340827374458e-06,-3.937473352588761e-06,7.957216559661973e-06,3,3,-0.000281874493798559,-0.00023763864419172327,0.7777777777777778
top75_heldout_mean,mean,weighted_mean,s3_agree55,6,75,1.64,0.092,0.092,0,0,1,0,-8.729176165900299e-06,-3.837322533062348e-06,8.353311108599826e-06,3,3,-0.0001153333619254085,-6.433880597065409e-05,0.6111111111111112
top75_heldout_mean,median,median,soft_agree_top50,6,75,1.64,0.112,0.08813333333333333,0,0,1,0,-8.723332609816836e-06,-4.050281788403609e-06,7.430099447702787e-06,3,3,-0.00027470542775741985,-0.00019431717542270919,0.6111111111111112
top75_heldout_mean,median,mean,agree55,6,75,1.64,0.214,0.214,0,0,1,0,-8.722178547304615e-06,-4.049127725891388e-06,7.605424042211872e-06,3,3,-0.00028300487519039574,-0.000250207469879088,0.7777777777777778
support2,median,median,soft_agree_top50,6,51,2.0,0.118,0.09894117647058825,0,0,1,0,-8.710782329557354e-06,-4.100758910441371e-06,7.726326938128913e-06,3,3,-0.0002650538929014831,-0.00017965613146922466,0.6111111111111112
support2,median,weighted_mean,soft_signed,6,51,2.0,0.234,0.19070588235294123,0,0,1,0,-8.705986882406869e-06,-4.095963463290886e-06,7.426462530935041e-06,3,3,-0.00028676739792406897,-0.00024420936806595077,0.8055555555555556
support2_top50,median,weighted_mean,soft_signed,6,50,2.0,0.234,0.18727999999999997,0,0,1,0,-8.702773550917087e-06,-4.109295513976541e-06,7.4201911484106375e-06,3,3,-0.00028680545984778594,-0.0002425451098440612,0.8055555555555556
support2_top50,mean,weighted_mean,soft_agree_top50,6,50,2.0,0.15,0.12263999999999999,0,0,1,0,-8.697340048602342e-06,-3.950778765471341e-06,7.898483965318448e-06,3,3,-0.0002712462068402005,-0.00022309277623893688,0.6944444444444444
translator_tail_soft_p90_m0.50,median,median,agree55,6,13,1.4615384615384615,0.244,0.244,0,0,1,0,-8.687659469597264e-06,-4.459966478354005e-06,1.290878541326812e-05,3,3,-0.0003158176154251652,-0.00027462875783637033,0.8055555555555556
translator_tail_soft_p90_m1.00,mean,signed_p75,soft_agree_top50,6,25,1.36,0.128,0.11328,0,0,1,0,-8.683207322279785e-06,-3.7296233479366947e-06,8.29404058033667e-06,3,3,-0.0003322407550635856,-0.00025555656735378753,0.6944444444444444
support2,mean,weighted_mean,soft_agree_top50,6,51,2.0,0.15,0.12403921568627453,0,0,1,0,-8.680031131969024e-06,-3.934354990575706e-06,7.927033644716808e-06,3,3,-0.00027068112718169057,-0.0002237051341390905,0.6944444444444444
translator_tail_soft_p90_m0.50,mean,mean,soft_signed_sq,6,13,1.4615384615384615,0.252,0.2268757396449704,0,0,1,0,-8.674808120501254e-06,-3.909275667846046e-06,1.0957165894831533e-05,3,3,-0.0002851336217977868,-0.0002519408744220187,0.8333333333333334
top50_heldout_mean,mean,signed_p75,soft_signed_sq,6,50,1.84,0.226,0.16083519999999996,0,0,1,0,-8.662688799954132e-06,-3.861821325168435e-06,8.148681478803432e-06,3,3,-0.0003478953241025026,-0.0003019882939829855,0.7777777777777778
translator_tail_soft_p90_m1.00,median,median,soft_signed,6,25,1.36,0.244,0.2228,0,0,1,0,-8.650487914207972e-06,-4.031373449620013e-06,7.90148838536453e-06,3,1,-0.00031100582472019106,-0.0002747068502925998,0.8333333333333334
top50_heldout_mean,median,weighted_mean,soft_signed_sq,6,50,1.84,0.226,0.16083519999999996,0,0,1,0,-8.624934632717185e-06,-3.965583659448768e-06,7.315256116302571e-06,3,3,-0.0002818744937985382,-0.0002385092870663963,0.7777777777777778
translator_tail_soft_p90_m1.00,median,mean,soft_agree_top50,6,25,1.36,0.158,0.14328,0,0,1,0,-8.607558103057578e-06,-3.988443638469619e-06,7.5394232808001505e-06,3,3,-0.0003068242210511815,-0.00026497185823350913,0.7222222222222222
top50_heldout_mean,mean,signed_p75,soft_agree_top50,6,50,1.84,0.124,0.10728,0,0,1,0,-8.60014931991504e-06,-3.799281845129343e-06,8.006980639629901e-06,3,3,-0.0003347715724144676,-0.00027500963326149716,0.6111111111111112
support2_top50,median,weighted_mean,soft_agree_top50,6,50,2.0,0.15,0.12263999999999999,0,0,1,0,-8.596574888830588e-06,-4.003096851890042e-06,7.359377659610367e-06,3,3,-0.00027124620684018663,-0.00022430933059989773,0.6944444444444444
support2,median,weighted_mean,soft_agree_top50,6,51,2.0,0.15,0.12403921568627453,0,0,1,0,-8.596343451072741e-06,-3.986320031956758e-06,7.373787038078561e-06,3,3,-0.0002706811271816559,-0.00022539368231872534,0.6944444444444444
translator_tail_soft_p90_m1.00,median,median,soft_signed_sq,6,25,1.36,0.244,0.22033599999999998,0,0,1,0,-8.593979651694283e-06,-3.9748651871063245e-06,7.907617412317158e-06,3,1,-0.00030927282084956126,-0.00027396431044059426,0.8333333333333334
support2_top50,mean,signed_p75,soft_signed,6,50,2.0,0.234,0.18727999999999997,0,0,1,0,-8.570774594929276e-06,-3.824213311798275e-06,8.260110445856839e-06,3,3,-0.0003475494929992412,-0.0002975565638245693,0.8055555555555556
top50_heldout_mean,median,signed_p75,soft_signed_sq,6,50,1.84,0.226,0.16083519999999996,0,0,1,0,-8.56906816926184e-06,-3.909717195993423e-06,7.5067276112950054e-06,3,3,-0.0003478953241024818,-0.0003028589368576861,0.7777777777777778
support2,mean,signed_p75,soft_signed,6,51,2.0,0.234,0.19070588235294123,0,0,1,0,-8.563819343887502e-06,-3.818143202494184e-06,8.275073404062638e-06,3,3,-0.0003459331164932175,-0.00029700918630055093,0.8055555555555556
support2,mean,weighted_mean,soft_signed_sq,6,51,2.0,0.234,0.1644206074586698,0,0,1,0,-8.560505997290413e-06,-3.814829855897095e-06,7.974723007619922e-06,3,3,-0.00026717395074454114,-0.00023055612824704474,0.8055555555555556
top75_heldout_mean,mean,weighted_mean,agree55,6,75,1.64,0.214,0.214,0,0,1,0,-8.553311416692466e-06,-3.661457783854516e-06,7.950087203334455e-06,3,3,-0.0003071541215008619,-0.00027588912016027764,0.7777777777777778
support2_top50,mean,weighted_mean,soft_signed_sq,6,50,2.0,0.234,0.15865919999999994,0,0,1,0,-8.551857409555552e-06,-3.805296126424551e-06,7.95462113989398e-06,3,3,-0.00026531051847039633,-0.0002282504680299613,0.8055555555555556
top75_heldout_mean,mean,weighted_mean,soft_signed,6,75,1.64,0.224,0.16269333333333333,0,0,1,0,-8.545517036107064e-06,-3.653663403269114e-06,7.807691082328816e-06,3,3,-0.00027626783667225596,-0.000244627059273278,0.7777777777777778
all_unique,median,signed_p75,top_abs30,6,104,1.4903846153846154,0.086,0.086,0,0,1,0,-8.544347574357403e-06,-3.84196670999426e-06,6.451932953677186e-06,3,3,-0.0003195932815700034,-0.00026779539861755404,0.5833333333333334
translator_tail_soft_p90_m0.50,median,weighted_mean,soft_agree_top50,6,13,1.4615384615384615,0.156,0.14723076923076922,0,0,1,0,-8.537827008714416e-06,-4.310134017471157e-06,1.2462530974088892e-05,3,3,-0.0003449933419184051,-0.0002877657256837307,0.7222222222222222
all_unique,mean,weighted_mean,s3_agree55,6,104,1.4903846153846154,0.092,0.092,0,0,1,0,-8.536059101116322e-06,-3.6427647723824563e-06,8.040565402156474e-06,3,3,-0.00011992587426382789,-6.758334245808291e-05,0.6111111111111112
translator_tail_soft_p90_m0.50,median,mean,agree55,6,13,1.4615384615384615,0.244,0.244,0,0,1,0,-8.534375439461783e-06,-4.306682448218524e-06,1.2978991488998837e-05,3,3,-0.00037744474863027344,-0.0003378660903082529,0.8055555555555556
all_unique,mean,mean,agree55,6,104,1.4903846153846154,0.212,0.212,0,0,1,0,-8.522488857964916e-06,-3.62919452923105e-06,7.743302464335855e-06,3,3,-0.00028399241796877445,-0.0002589127657372013,0.75
translator_tail_soft_p90_m0.50,median,signed_p75,soft_signed_sq,6,13,1.4615384615384615,0.252,0.2268757396449704,0,0,1,0,-8.519767677350742e-06,-4.292074686107483e-06,1.3092843091477846e-05,3,3,-0.0003260604495371744,-0.00028489287511694887,0.8333333333333334
top50_heldout_mean,median,signed_p75,soft_agree_top50,6,50,1.84,0.124,0.10728,0,0,1,0,-8.505348620735376e-06,-3.845997647466959e-06,7.364981677193683e-06,3,3,-0.00033477157241444677,-0.0002752762189196067,0.6111111111111112
support2,median,weighted_mean,soft_signed_sq,6,51,2.0,0.234,0.1644206074586698,0,0,1,0,-8.475710770006195e-06,-3.865687350890212e-06,7.421479029989797e-06,3,3,-0.0002671739507444787,-0.00023233139516391495,0.8055555555555556
translator_tail_soft_p90_m0.50,median,median,soft_signed,6,13,1.4615384615384615,0.252,0.23338461538461536,0,0,1,0,-8.466125438810757e-06,-4.238432447567497e-06,1.30741895478792e-05,3,3,-0.00031752196940158794,-0.00027699227513069405,0.8333333333333334
top75_heldout_mean,median,mean,soft_signed_sq,6,75,1.64,0.224,0.12686257777777774,0,0,1,0,-8.46416450828169e-06,-3.7911136868684636e-06,7.17961037632886e-06,3,3,-0.000326850612987907,-0.00029067927166092646,0.7777777777777778
translator_tail_soft_p90_m0.50,median,mean,soft_agree_top50,6,13,1.4615384615384615,0.152,0.1443076923076923,0,0,1,0,-8.44863156934661e-06,-4.22093857810335e-06,1.2496424110164384e-05,3,3,-0.00033909592505186603,-0.0002895324391406439,0.7222222222222222
support2_top50,median,weighted_mean,soft_signed_sq,6,50,2.0,0.234,0.15865919999999994,0,0,1,0,-8.44661192433982e-06,-3.853133887399274e-06,7.41563792849842e-06,3,3,-0.00026531051847036857,-0.00022958633445255283,0.8055555555555556
top75_heldout_mean,mean,signed_p75,soft_signed,6,75,1.64,0.224,0.16269333333333333,0,0,1,0,-8.438538031896314e-06,-3.546684399058364e-06,7.89671690615279e-06,3,3,-0.0003689589463783255,-0.00034547185327121754,0.7777777777777778
top75_heldout_mean,mean,weighted_mean,soft_agree_top50,6,75,1.64,0.142,0.10802666666666666,0,0,1,0,-8.43825916274632e-06,-3.5464055299083697e-06,7.781923155425474e-06,3,3,-0.0002626442588357439,-0.00022761286644697458,0.6666666666666666
translator_tail_soft_p90_m1.00,median,median,soft_agree_top50,6,25,1.36,0.122,0.11096,0,0,1,0,-8.432140742531402e-06,-3.813026277943443e-06,7.1935451284588225e-06,3,3,-0.00036137195647700793,-0.00028714936233348873,0.6388888888888888
translator_tail_soft_p90_m1.00,median,signed_p75,soft_agree_top50,6,25,1.36,0.128,0.11328,0,0,1,0,-8.41570470666575e-06,-3.796590242077791e-06,7.2581785128811305e-06,3,3,-0.0003322407550635578,-0.0002569644159564732,0.6944444444444444
top75_heldout_mean,median,weighted_mean,agree55,6,75,1.64,0.214,0.214,0,0,1,0,-8.412211540687053e-06,-3.7391607192738263e-06,7.495071402074949e-06,3,3,-0.0003071541215008064,-0.000274343676425376,0.7777777777777778
top75_heldout_mean,median,weighted_mean,soft_signed,6,75,1.64,0.224,0.16269333333333333,0,0,1,0,-8.395627806856432e-06,-3.7225769854432045e-06,7.352663968340778e-06,3,3,-0.00027626783667221433,-0.0002430816155382543,0.7777777777777778
support2_top50,mean,signed_p75,soft_agree_top50,6,50,2.0,0.126,0.10504,0,0,1,0,-8.369049232404002e-06,-3.622487949273001e-06,8.108434097153783e-06,3,3,-0.0003051422266552098,-0.00024976867307064396,0.6111111111111112
support2,mean,signed_p75,soft_agree_top50,6,51,2.0,0.126,0.10584313725490198,0,0,1,0,-8.361519648669713e-06,-3.615843507276395e-06,8.123187896558193e-06,3,3,-0.0003024405113886061,-0.00024774853290049923,0.6111111111111112
translator_tail_soft_p90_m0.50,median,median,soft_agree_top50,6,13,1.4615384615384615,0.126,0.1183076923076923,0,0,1,0,-8.355999775000456e-06,-4.128306783757196e-06,1.2503640561933871e-05,3,3,-0.0003326851263397296,-0.00025761819521725733,0.6944444444444444
support2,mean,signed_p75,soft_signed_sq,6,51,2.0,0.234,0.1644206074586698,0,0,1,0,-8.3406891420168e-06,-3.5950130006234815e-06,8.220545666737245e-06,3,3,-0.0003166970994427018,-0.00027837109144575605,0.8055555555555556
all_unique,mean,weighted_mean,agree55,6,104,1.4903846153846154,0.212,0.212,0,0,1,0,-8.340209296409107e-06,-3.446914967675241e-06,7.653173199728691e-06,3,3,-0.00031368935893718447,-0.00028928121228617427,0.75
all_unique,median,mean,agree55,6,104,1.4903846153846154,0.212,0.212,0,0,1,0,-8.33711817849192e-06,-3.6347373141287775e-06,7.394612848266036e-06,3,3,-0.0002839924179687675,-0.0002575714531115713,0.75
support2_top50,mean,signed_p75,soft_signed_sq,6,50,2.0,0.234,0.15865919999999994,0,0,1,0,-8.33143306322448e-06,-3.5848717800934793e-06,8.199805833997154e-06,3,3,-0.0003152037573472821,-0.00027721014971339723,0.8055555555555556
all_unique,median,weighted_mean,s3_agree55,6,104,1.4903846153846154,0.092,0.092,0,0,1,0,-8.326454951745887e-06,-3.624074087382745e-06,7.6918427331929e-06,3,3,-0.00011992587426385565,-6.762383958491824e-05,0.6111111111111112
top75_heldout_mean,mean,weighted_mean,soft_signed_sq,6,75,1.64,0.224,0.12686257777777774,0,0,1,0,-8.317207258579096e-06,-3.4253536257411454e-06,7.739740732648492e-06,3,3,-0.00025195694655622686,-0.00022528731413998812,0.7777777777777778
top75_heldout_mean,median,signed_p75,soft_signed,6,75,1.64,0.224,0.16269333333333333,0,0,1,0,-8.29946232761003e-06,-3.6264115061968027e-06,7.441684167663887e-06,3,3,-0.00036895894637826304,-0.00034392640953612164,0.7777777777777778
top75_heldout_mean,median,weighted_mean,soft_agree_top50,6,75,1.64,0.142,0.10802666666666666,0,0,1,0,-8.279519812193215e-06,-3.6064689907799874e-06,7.326890413272835e-06,3,3,-0.0002626442588357161,-0.00022589795402739882,0.6666666666666666
support2,median,signed_p75,soft_signed_sq,6,51,2.0,0.234,0.1644206074586698,0,0,1,0,-8.269370169289303e-06,-3.65934675017332e-06,7.667294298019378e-06,3,3,-0.00031669709944270874,-0.0002802745883023984,0.8055555555555556
support2,median,signed_p75,soft_agree_top50,6,51,2.0,0.126,0.10584313725490198,0,0,1,0,-8.263585683065955e-06,-3.653562263949972e-06,7.569941098850563e-06,3,3,-0.0003024405113885853,-0.00024943708107999507,0.6111111111111112
support2_top50,median,signed_p75,soft_agree_top50,6,50,2.0,0.126,0.10504,0,0,1,0,-8.249785611091909e-06,-3.656307574151363e-06,7.569445139021802e-06,3,3,-0.000305142226655189,-0.00025074629451177764,0.6111111111111112
support2_top50,median,signed_p75,soft_signed_sq,6,50,2.0,0.234,0.15865919999999994,0,0,1,0,-8.232631699800486e-06,-3.6391536628599397e-06,7.660816526033898e-06,3,3,-0.00031520375734725437,-0.00027842670407449686,0.8055555555555556
top75_heldout_mean,mean,signed_p75,soft_signed_sq,6,75,1.64,0.224,0.12686257777777774,0,0,1,0,-8.19400741991494e-06,-3.302153787076989e-06,7.818895204847465e-06,3,3,-0.0003255449280985326,-0.00030799973061613746,0.7777777777777778
all_unique,median,weighted_mean,agree55,6,104,1.4903846153846154,0.212,0.212,0,0,1,0,-8.175493912410126e-06,-3.473113048046983e-06,7.3044847482828246e-06,3,3,-0.00031368935893719835,-0.00028800830965410875,0.75
top75_heldout_mean,median,weighted_mean,soft_signed_sq,6,75,1.64,0.224,0.12686257777777774,0,0,1,0,-8.167093009769921e-06,-3.494042188356694e-06,7.28461015797599e-06,3,3,-0.0002519569465561852,-0.00022374187040487552,0.7777777777777778
top75_heldout_mean,mean,signed_p75,soft_agree_top50,6,75,1.64,0.126,0.09735999999999999,0,0,1,0,-8.142777306541227e-06,-3.2509236737032765e-06,7.670231670475758e-06,3,3,-0.0003250086051534637,-0.0002937649356823614,0.6388888888888888
all_unique,mean,weighted_mean,soft_signed,6,104,1.4903846153846154,0.222,0.11223076923076926,0,0,1,0,-8.073914034012475e-06,-3.180619705278609e-06,7.4653646617850455e-06,3,3,-0.00025963510787928995,-0.00024009541856318526,0.75
all_unique,median,mean,soft_signed,6,104,1.4903846153846154,0.222,0.11223076923076926,0,0,1,0,-8.073503002803406e-06,-3.3711221384402634e-06,7.0111627608060445e-06,3,3,-0.000328461376595611,-0.00030228114841265863,0.75
top75_heldout_mean,median,signed_p75,soft_signed_sq,6,75,1.64,0.224,0.12686257777777774,0,0,1,0,-8.052860310581167e-06,-3.3798094891679398e-06,7.36385200517109e-06,3,3,-0.0003255449280984632,-0.000306383132011745,0.7777777777777778
all_unique,median,mean,soft_agree_top50,6,104,1.4903846153846154,0.142,0.08507692307692309,0,0,1,0,-8.046493485514006e-06,-3.344112621150863e-06,6.9557415681709145e-06,3,3,-0.0003185742533187985,-0.00029051168642751923,0.6666666666666666
all_unique,mean,weighted_mean,soft_agree_top50,6,104,1.4903846153846154,0.138,0.08315384615384616,0,0,1,0,-8.03281802719269e-06,-3.1395236984588237e-06,7.455793661792498e-06,3,3,-0.00025302266747026514,-0.00023180474731737677,0.6388888888888888
top75_heldout_mean,median,signed_p75,soft_agree_top50,6,75,1.64,0.126,0.09735999999999999,0,0,1,0,-8.003927429056645e-06,-3.330876607643418e-06,7.215154694040216e-06,3,3,-0.0003250086051534082,-0.00029213774536615013,0.6388888888888888
translator_tail_soft_p90_m0.50,median,mean,top_abs30,6,13,1.4615384615384615,0.1,0.1,0,0,1,0,-7.97377024996937e-06,-3.7460772587261104e-06,1.1839053655093856e-05,3,3,-0.0003922553479705354,-0.00027568638215108576,0.5833333333333334
all_unique,mean,mean,soft_signed_sq,6,104,1.4903846153846154,0.222,0.07654733727810652,0,0,1,0,-7.970583316252444e-06,-3.0772889875185783e-06,7.297774771597432e-06,3,3,-0.00029596262672610535,-0.0002746566995610266,0.75
translator_tail_soft_p90_m1.00,mean,signed_p75,s3_only,6,25,1.36,0.5,0.5,0,0,0,4,-1.170526337390676e-05,-6.75167939956367e-06,9.162990470379384e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,signed_p75,s3_only,6,25,1.36,0.5,0.5,0,0,0,2,-1.1481554442083208e-05,-6.862439977495249e-06,8.125994567897976e-06,3,3,,,
translator_tail_soft_p90_m1.00,mean,mean,s3_only,6,25,1.36,0.5,0.5,0,0,0,3,-1.1365571829569099e-05,-6.411987855226009e-06,9.288502635151907e-06,3,1,,,
translator_tail_soft_p90_m1.00,mean,weighted_mean,s3_only,6,25,1.36,0.5,0.5,0,0,0,3,-1.1140656000385718e-05,-6.187072026042628e-06,9.26167833803504e-06,3,3,,,
high_block,mean,signed_p75,s3_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,3,-1.1111704427579916e-05,-6.3532945662192475e-06,9.745549262141218e-06,3,3,,,
high_block,mean,weighted_mean,s3_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,2,-1.0985558894005543e-05,-6.227149032644874e-06,9.801870143988367e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,mean,s3_only,6,25,1.36,0.5,0.5,0,0,0,2,-1.0958370852076627e-05,-6.339256387488668e-06,8.25154414962892e-06,3,1,,,
support2_high_block,mean,weighted_mean,s3_only,6,36,2.0,0.5,0.5,0,0,0,2,-1.0946497392860799e-05,-6.1897265779542465e-06,9.775138286371998e-06,3,3,,,
high_block,mean,mean,s3_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,2,-1.0928746555061153e-05,-6.1703366937004844e-06,9.823830947830459e-06,3,3,,,
high_block,median,signed_p75,s3_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,3,-1.0926470799144106e-05,-6.363590087210547e-06,8.833025071042222e-06,3,3,,,
high_block,median,weighted_mean,s3_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,2,-1.0916096697233257e-05,-6.353215985299698e-06,8.881479589106789e-06,3,3,,,
translator_tail_soft_p90_m0.50,median,signed_p75,s3_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,1,-1.0894199162336804e-05,-6.666506171093545e-06,1.343773966222539e-05,3,3,,,
support2_high_block,median,weighted_mean,s3_only,6,36,2.0,0.5,0.5,0,0,0,2,-1.0871250020971779e-05,-6.300900139977195e-06,8.776363243367946e-06,3,3,,,
support2_high_block,mean,mean,s3_only,6,36,2.0,0.5,0.5,0,0,0,2,-1.0860058473394218e-05,-6.103287658487666e-06,9.77643606792089e-06,3,3,,,
high_block,median,mean,s3_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,1,-1.083701655280045e-05,-6.27413584086689e-06,8.899280167118384e-06,3,3,,,
support2_high_block,median,mean,s3_only,6,36,2.0,0.5,0.5,0,0,0,1,-1.076831300950154e-05,-6.197963128506956e-06,8.77767477847069e-06,3,3,,,
translator_tail_soft_p90_m1.00,median,weighted_mean,s3_only,6,25,1.36,0.5,0.5,0,0,0,2,-1.073666081596869e-05,-6.1175463513807316e-06,8.22411118184263e-06,3,3,,,
support2_high_block,mean,signed_p75,s3_only,6,36,2.0,0.5,0.5,0,0,0,2,-1.0509653748824732e-05,-5.75288293391818e-06,9.663459521691564e-06,3,3,,,
top75_heldout_mean,mean,signed_p75,s3_only,6,75,1.64,0.5,0.5,0,0,0,1,-1.0498654462343104e-05,-5.606800829505154e-06,8.245026654307708e-06,3,3,,,
support2_high_block,median,signed_p75,s3_only,6,36,2.0,0.5,0.5,0,0,0,2,-1.0399739702737776e-05,-5.829389821743192e-06,8.670208003880298e-06,3,3,,,
translator_tail_soft_p90_m0.50,mean,weighted_mean,s3_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,1,-1.0300104109295383e-05,-5.534571656640175e-06,1.1318280902727906e-05,3,3,,,
top75_heldout_mean,median,signed_p75,s3_only,6,75,1.64,0.5,0.5,0,0,0,1,-1.0291058018863097e-05,-5.61800719744987e-06,7.789863544660491e-06,3,3,,,
translator_tail_soft_p90_m0.50,mean,mean,s3_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,1,-1.0272947408629385e-05,-5.507414955974177e-06,1.1348591106297157e-05,3,3,,,
top50_heldout_mean,mean,signed_p75,s3_only,6,50,1.84,0.5,0.5,0,0,0,2,-1.0256886196380322e-05,-5.456018721594624e-06,8.47381873902986e-06,3,3,,,
all_unique,mean,signed_p75,s3_only,6,104,1.4903846153846154,0.5,0.5,0,0,0,1,-1.0200305105456664e-05,-5.307010776722798e-06,7.986737145748712e-06,3,3,,,
support2_high_block,mean,weighted_mean,s3_agree55,6,36,2.0,0.116,0.116,0,0,0,1,-1.0195424118064622e-05,-5.43865330315807e-06,9.838151885932511e-06,3,3,,,
high_block,mean,weighted_mean,s3_agree55,6,47,1.7659574468085106,0.116,0.116,0,0,0,1,-1.0194079599123995e-05,-5.435669737763327e-06,9.848068409312738e-06,3,3,,,
support2_high_block,mean,mean,s3_agree55,6,36,2.0,0.116,0.116,0,0,0,1,-1.0182404894254482e-05,-5.42563407934793e-06,9.832721811431355e-06,3,3,,,
high_block,mean,mean,s3_agree55,6,47,1.7659574468085106,0.116,0.116,0,0,0,1,-1.0144483536200788e-05,-5.3860736748401195e-06,9.84745561849465e-06,3,3,,,
top50_heldout_mean,median,signed_p75,s3_only,6,50,1.84,0.5,0.5,0,0,0,1,-1.0138017298988444e-05,-5.4786663257200274e-06,7.831762152465949e-06,3,3,,,
support2_high_block,median,weighted_mean,s3_agree55,6,36,2.0,0.116,0.116,0,0,0,1,-1.0105898165191363e-05,-5.5355482841967785e-06,8.839481379641079e-06,3,3,,,
high_block,median,weighted_mean,s3_agree55,6,47,1.7659574468085106,0.116,0.116,0,0,0,1,-1.0096420578142862e-05,-5.533539866209303e-06,8.925602687059886e-06,3,3,,,
