basename,source_path,candidate_id,target_task,feature_set,model,score_variant,action,k,undo_count,add_count,undo_fraction,add_fraction,latent_health_score,min_auc,mean_auc,min_ap_lift,source_transfer_auc,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,matched_placebo_gate,public_lb_if_known,known_public_worse_than_current,public_free_submission_ready,final_decision,null_p90_q20,null_p90_median,null_p90_best,dateblock_p90_dominance,dateblock_null_strict_rate,row_p90_dominance,row_null_strict_rate,subject_p90_dominance,subject_null_strict_rate
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_swap_low_high_top13_3b02aabd.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_swap_low_high_top13_3b02aabd.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_swap_low_high_top13,e247_only_vs_e256_only,human_social,lr_l2_c0p35,anti_amp,swap_low_high,13,13,13,0.25,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,below_selector_resolution,False,6.500447568434649e-06,4.1635472860437303e-07,1.6001452403800645e-05,0.08823529411764706,0.0009888539200763047,21,0.0,0.9523809523809523,1.0,0.8571428571428571,False,,False,False,below_selector_resolution,1.784088718808397e-05,2.1616809382588056e-05,1.5511419927483612e-05,0.8571428571428571,0.0,1.0,0.0,1.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top8_39f05de7.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top8_39f05de7.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top8,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,anti_amp,ctrl_undo_high_preserve,8,8,0,0.25,0.0,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,1.0334594591456855e-05,5.375802068614452e-06,1.6115343148384054e-05,0.029411764705882353,0.0008158077504026029,21,0.0,0.9047619047619048,1.0,0.7142857142857143,False,,False,False,below_selector_resolution,1.721179132858063e-05,1.9851829292112967e-05,1.4587408353537268e-05,1.0,0.0,0.7142857142857143,0.0,1.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_undo_high_preserve_top5_ab16dfaa.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_undo_high_preserve_top5_ab16dfaa.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_undo_high_preserve_top5,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,raw,ctrl_undo_high_preserve,5,5,0,0.25,0.0,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,below_selector_resolution,False,8.54743250614783e-06,2.853859712547673e-06,1.6138458805409175e-05,0.08823529411764706,0.0008795810717056041,21,0.0,1.0,1.0,1.0,False,,False,False,below_selector_resolution,1.7820308630415677e-05,2.0197843518260035e-05,1.7166262684763377e-05,1.0,0.0,1.0,0.0,1.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top13_43882ca1.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top13_43882ca1.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top13,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,raw,add_high_preserve,13,0,13,0.0,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,1.0468485662874148e-05,9.303534688498673e-07,1.6316280138687846e-05,0.058823529411764705,1.500239380153312e-05,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,3.814996295479863e-06,6.368516603771058e-06,1.2991199149541307e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top8_41977437.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top8_41977437.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_ctrl_undo_high_preserve_top8,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,anti_amp,ctrl_undo_high_preserve,8,8,0,0.25,0.0,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,below_selector_resolution,False,1.0475504393551203e-05,5.489354776384087e-06,1.6319025470900522e-05,0.029411764705882353,0.0008545232871468855,21,0.0,0.9523809523809523,1.0,0.8571428571428571,False,,False,False,below_selector_resolution,1.732038883555608e-05,2.169019487264114e-05,1.628571547434404e-05,1.0,0.0,1.0,0.0,0.8571428571428571,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top13_df412d75.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top13_df412d75.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top13,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,raw,undo_low_preserve,13,13,0,0.5,0.0,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,below_selector_resolution,False,1.2236222354574202e-05,7.946879713155549e-06,1.6348287075108605e-05,0.0,0.0006731777182913956,21,0.0,0.5238095238095238,0.5238095238095238,0.2857142857142857,False,,False,False,below_selector_resolution,1.4458507190199966e-05,1.657607655743168e-05,1.1579073670561071e-05,0.2857142857142857,0.0,0.7142857142857143,0.0,0.5714285714285714,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_swap_low_high_top13_d8fee27a.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_swap_low_high_top13_d8fee27a.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_swap_low_high_top13,e247_only_vs_e256_only,human_social,lr_l1_c0p22,anti_amp,swap_low_high,13,13,13,0.25,0.2,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,8.184254076248337e-06,2.317758681690012e-06,1.6462514846131042e-05,0.08823529411764706,0.0008109550722758541,21,0.0,0.9047619047619048,0.9523809523809523,0.8571428571428571,False,,False,False,below_selector_resolution,1.729875529560616e-05,1.9181074296518666e-05,1.368792887715899e-05,0.8571428571428571,0.0,0.8571428571428571,0.0,1.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top8_8a9e46cd.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top8_8a9e46cd.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top8,e247_only_vs_e256_only,human_social,lr_l2_c0p35,anti_amp,ctrl_add_low_preserve,8,0,8,0.0,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,below_selector_resolution,False,9.552120387064832e-06,-2.6142228698051897e-06,1.6492669747814416e-05,0.23529411764705882,-0.0008497310649019374,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-2.6673364091994734e-06,-2.1057409961320377e-06,-3.8501012840843355e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top5_1c4e77a9.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top5_1c4e77a9.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top5,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,raw,ctrl_undo_high_preserve,5,5,0,0.25,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,1.1218113619635391e-05,6.471087562119286e-06,1.6507296878477818e-05,0.029411764705882353,0.0009873516706006558,21,0.0,0.7619047619047619,0.9523809523809523,0.5714285714285714,False,,False,False,below_selector_resolution,1.649345631571323e-05,2.0089847951510013e-05,1.566654571220182e-05,0.5714285714285714,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_undo_low_preserve_top8_66a153a5.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_undo_low_preserve_top8_66a153a5.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_raw_undo_low_preserve_top8,e247_only_vs_e256_only,human_social,lr_l1_c0p22,raw,undo_low_preserve,8,8,0,0.25,0.0,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,8.489269970612366e-06,2.6332571763578184e-06,1.6518346238556055e-05,0.08823529411764706,0.0009283053781195261,21,0.0,0.9523809523809523,0.9523809523809523,0.8571428571428571,False,,False,False,below_selector_resolution,1.6969939648463923e-05,1.852483216514892e-05,1.6430274862018346e-05,0.8571428571428571,0.0,1.0,0.0,1.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_swap_low_high_top13_d6275620.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_swap_low_high_top13_d6275620.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_swap_low_high_top13,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,smooth_weighted,swap_low_high,13,13,13,0.25,0.2,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,1.0430485761490953e-05,4.808534674749324e-07,1.655327164111831e-05,0.058823529411764705,8.831746303450405e-06,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,1.2636408296675338e-06,2.155299612560266e-06,4.0422548400211794e-07,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_swap_low_high_top8_64868ec2.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_swap_low_high_top8_64868ec2.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_smooth_weighted_swap_low_high_top8,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,smooth_weighted,swap_low_high,8,8,8,0.25,0.2,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,below_selector_resolution,False,1.210900156853796e-05,4.874323352353775e-06,1.657161824195613e-05,0.0,0.00018311175049143258,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,6.301359047072123e-06,7.4106238972923445e-06,5.16691692550484e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top13_67f4cf58.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top13_67f4cf58.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top13,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,raw,undo_low_preserve,13,13,0,0.5,0.0,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,below_selector_resolution,False,1.1680410405138784e-05,6.998974047582201e-06,1.67003715811392e-05,0.029411764705882353,0.0008891684106915321,21,0.0,0.6190476190476191,0.8571428571428571,0.2857142857142857,False,,False,False,below_selector_resolution,1.569827351833416e-05,1.7295266163496733e-05,1.3985362909664984e-05,0.8571428571428571,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_add_high_preserve_top13_16c099e5.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_add_high_preserve_top13_16c099e5.csv,e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_add_high_preserve_top13,e247_body_vs_clean_neither,cell_geometry,lr_l1_c0p22,anti_amp,add_high_preserve,13,0,13,0.0,0.2,1.6357610519041557,0.9974738361602309,0.9977745699506796,0.8163303333571659,0.5,below_selector_resolution,False,1.0721187534081755e-05,9.585842369069548e-07,1.6703499405849078e-05,0.058823529411764705,-1.5731093950699382e-05,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,3.5312830478238386e-06,6.4650756251359676e-06,8.294297379536785e-07,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top8_7ffddc35.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top8_7ffddc35.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top8,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,raw,swap_low_high,8,8,8,0.25,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,1.2757582184871084e-05,6.341374402950033e-06,1.6750660139289716e-05,0.0,0.00021243456971931085,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,below_selector_resolution,7.122931680409408e-06,9.129395534102551e-06,5.624459074995092e-06,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_swap_low_high_top8_bbfa0466.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_swap_low_high_top8_bbfa0466.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_swap_low_high_top8,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,raw,swap_low_high,8,8,8,0.25,0.2,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,below_selector_resolution,False,1.1761320846856078e-05,3.372369365105726e-06,1.6773825700379926e-05,0.029411764705882353,-0.00016083324134288923,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,2.8334834757468564e-06,5.026637446350094e-06,2.005123052329486e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_undo_low_preserve_top3_967df82d.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_undo_low_preserve_top3_967df82d.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_undo_low_preserve_top3,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,anti_amp,undo_low_preserve,3,3,0,0.5,0.0,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,1.2016742401038889e-05,7.380511701703909e-06,1.68455239581788e-05,0.029411764705882353,0.0010116051194938303,21,0.0,0.42857142857142855,0.5238095238095238,0.42857142857142855,False,,False,False,below_selector_resolution,1.5318238304979463e-05,1.637522811803114e-05,1.4590487180934423e-05,0.42857142857142855,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top5_838d7acc.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top5_838d7acc.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top5,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,raw,add_high_preserve,5,0,5,0.0,0.35,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,1.0696358391541056e-05,6.492899206431553e-07,1.6948095510374374e-05,0.058823529411764705,-0.0002902580766600549,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,9.554405606532629e-07,2.84415524897649e-06,5.358282733242971e-07,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top8_ffccab25.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top8_ffccab25.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top8,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,anti_amp,undo_low_preserve,8,8,0,0.5,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,8.341697596540031e-06,2.285807833736248e-06,1.696551444949736e-05,0.08823529411764706,0.001149762863609738,21,0.0,0.7142857142857143,0.8095238095238095,0.42857142857142855,False,,False,False,below_selector_resolution,1.6131196044167603e-05,1.7613805182716507e-05,1.5084250041532916e-05,0.8571428571428571,0.0,0.8571428571428571,0.0,0.42857142857142855,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3_bd1ace77.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3_bd1ace77.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,raw,add_high_preserve,3,0,3,0.0,0.35,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,1.1959034556122892e-05,3.5533527708695413e-06,1.6997387065734072e-05,0.029411764705882353,-0.0001226690466422098,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,4.280034293061203e-06,8.538130787651275e-06,2.5363644684479367e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top13_1287bd48.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top13_1287bd48.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top13,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,raw,swap_low_high,13,13,13,0.25,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,1.2273717455273062e-05,4.6467450238954115e-06,1.70140333997889e-05,0.0,0.00031285196537186866,21,0.0,0.19047619047619047,0.19047619047619047,0.0,False,,False,False,below_selector_resolution,5.817679753917539e-06,8.549701640227046e-06,4.2254565315491946e-06,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_ctrl_undo_high_preserve_top5_18ff0c1b.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_ctrl_undo_high_preserve_top5_18ff0c1b.csv,e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_ctrl_undo_high_preserve_top5,e247_body_vs_clean_neither,cell_geometry,lr_l1_c0p22,raw,ctrl_undo_high_preserve,5,5,0,0.25,0.0,1.6357610519041557,0.9974738361602309,0.9977745699506796,0.8163303333571659,0.5,below_selector_resolution,False,1.1218191210779218e-05,6.177748202842788e-06,1.7054600001373224e-05,0.029411764705882353,0.0008358110285712761,21,0.0,1.0,1.0,1.0,False,,False,False,below_selector_resolution,1.8731441159776642e-05,2.372535214284348e-05,1.7087847979240826e-05,1.0,0.0,1.0,0.0,1.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_add_high_preserve_top13_5310c734.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_add_high_preserve_top13_5310c734.csv,e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_add_high_preserve_top13,e247_body_vs_clean_neither,cell_geometry,lr_l1_c0p22,raw,add_high_preserve,13,0,13,0.0,0.2,1.6357610519041557,0.9974738361602309,0.9977745699506796,0.8163303333571659,0.5,below_selector_resolution,False,1.0664748496796905e-05,-1.7653785632840984e-07,1.7067873065182373e-05,0.11764705882352941,-0.00020559938469000283,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,1.639926290729991e-06,5.019155466295898e-06,3.8296068240306515e-07,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_undo_low_preserve_top13_2e708128.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_undo_low_preserve_top13_2e708128.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_anti_amp_undo_low_preserve_top13,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,anti_amp,undo_low_preserve,13,13,0,0.25,0.0,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,8.098746337960093e-06,1.9222965905756185e-06,1.7186494286275234e-05,0.08823529411764706,0.0008471908848311505,21,0.0,0.6190476190476191,0.8095238095238095,0.42857142857142855,False,,False,False,below_selector_resolution,1.5719916538495703e-05,1.7778461292060673e-05,1.4161119633853504e-05,0.42857142857142855,0.0,0.7142857142857143,0.0,0.7142857142857143,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_undo_low_preserve_top8_36952c9e.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_undo_low_preserve_top8_36952c9e.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_undo_low_preserve_top8,e247_only_vs_e256_only,human_social,lr_l1_c0p22,anti_amp,undo_low_preserve,8,8,0,0.25,0.0,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,8.922202212648932e-06,2.8120138198435544e-06,1.72525039655235e-05,0.08823529411764706,0.0008836810026764952,21,0.0,0.9523809523809523,1.0,0.8571428571428571,False,,False,False,below_selector_resolution,1.9039093982222075e-05,1.991742159703587e-05,1.6703533861409835e-05,1.0,0.0,0.8571428571428571,0.0,1.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top5_84e30081.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top5_84e30081.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top5,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,raw,add_high_preserve,5,0,5,0.0,0.2,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,1.242735710737236e-05,4.53134694938136e-06,1.7294461955643484e-05,0.0,0.00018421609930796556,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,6.372073206411338e-06,1.188664120156049e-05,4.634066260034273e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l1_c0p2_smooth_weighted_swap_low_high_top5_063a6acb.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l1_c0p2_smooth_weighted_swap_low_high_top5_063a6acb.csv,e247_body_vs_clean_human_plus_geometr_lr_l1_c0p2_smooth_weighted_swap_low_high_top5,e247_body_vs_clean_neither,human_plus_geometry,lr_l1_c0p22,smooth_weighted,swap_low_high,5,5,5,0.25,0.2,1.6268819695821835,0.9945867917719236,0.995609286659449,0.8047605597066916,0.5,below_selector_resolution,False,1.2938208620967173e-05,5.669112752360413e-06,1.7328126657332613e-05,0.0,0.0003045678964296028,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,7.870937109185558e-06,9.39656984745281e-06,6.916813197640089e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_undo_low_preserve_top8_3906637e.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_undo_low_preserve_top8_3906637e.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_raw_undo_low_preserve_top8,e247_only_vs_e256_only,human_social,lr_l2_c0p35,raw,undo_low_preserve,8,8,0,0.25,0.0,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,below_selector_resolution,False,9.04128934819125e-06,2.9068959354535805e-06,1.734318240478971e-05,0.08823529411764706,0.0008347768889864216,21,0.0,1.0,1.0,1.0,False,,False,False,below_selector_resolution,1.8676632324700313e-05,2.216461726483231e-05,1.7404008487017737e-05,1.0,0.0,1.0,0.0,1.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13_ec9269e7.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13_ec9269e7.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_ctrl_add_low_preserve_top13,e247_only_vs_e256_only,human_social,lr_l2_c0p35,anti_amp,ctrl_add_low_preserve,13,0,13,0.0,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,below_selector_resolution,False,9.70778083233967e-06,-3.948456158084284e-06,1.7430440112027352e-05,0.23529411764705882,-0.0010699229651030262,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-3.093678910757068e-06,-1.7219666359087924e-06,-3.946976350676575e-06,0.0,0.0,0.0,0.0,0.0,0.0
