source_basename,null_basename,mode,rep,seed
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_dateblock_r2_b55964dc.csv,dateblock,2,20277148
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_dateblock_r3_67e583fd.csv,dateblock,3,20277245
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_dateblock_r4_89da63d7.csv,dateblock,4,20277342
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_dateblock_r5_ec163704.csv,dateblock,5,20277439
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_dateblock_r6_c4ac561f.csv,dateblock,6,20277536
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_row_r0_4c11adc6.csv,row,0,20277961
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_row_r1_81a04e92.csv,row,1,20278058
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_row_r2_69528b78.csv,row,2,20278155
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_row_r3_e8e818be.csv,row,3,20278252
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_row_r4_6b7d7c3b.csv,row,4,20278349
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_row_r5_99969e25.csv,row,5,20278446
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_row_r6_84cf387e.csv,row,6,20278543
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_subject_r0_960debff.csv,subject,0,20277962
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_subject_r1_8c4c7858.csv,subject,1,20278059
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_subject_r2_32f06af4.csv,subject,2,20278156
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_subject_r3_a62e71f8.csv,subject,3,20278253
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_subject_r4_3da6a9a2.csv,subject,4,20278350
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_subject_r5_f74842d2.csv,subject,5,20278447
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_subject_r6_daefe7d9.csv,subject,6,20278544
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_dateblock_r0_c39e753d.csv,dateblock,0,20277963
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_dateblock_r1_8046f462.csv,dateblock,1,20278060
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_dateblock_r2_cf9d0b22.csv,dateblock,2,20278157
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_dateblock_r3_b4a2b50f.csv,dateblock,3,20278254
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_dateblock_r4_1ff9152d.csv,dateblock,4,20278351
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_dateblock_r5_7dd37dbb.csv,dateblock,5,20278448
submission_e276_no_media_game_m160_72fc6fa6.csv,submission_e276_e277null_no_media_game_m160_72fc6fa6_dateblock_r6_88f0337e.csv,dateblock,6,20278545
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_row_r0_66151985.csv,row,0,20278970
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_row_r1_cfb5fbb1.csv,row,1,20279067
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_row_r2_4974513e.csv,row,2,20279164
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_row_r3_212b9d47.csv,row,3,20279261
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_row_r4_1b32d6a3.csv,row,4,20279358
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_row_r5_5f9f1b7b.csv,row,5,20279455
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_row_r6_c864a261.csv,row,6,20279552
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_subject_r0_dc8a134d.csv,subject,0,20278971
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_subject_r1_40cb92a2.csv,subject,1,20279068
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_subject_r2_825c890b.csv,subject,2,20279165
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_subject_r3_f019355d.csv,subject,3,20279262
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_subject_r4_5a301a6b.csv,subject,4,20279359
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_subject_r5_a9ce2cee.csv,subject,5,20279456
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_subject_r6_99455a73.csv,subject,6,20279553
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_dateblock_r0_e97fd57f.csv,dateblock,0,20278972
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_dateblock_r1_3f392a93.csv,dateblock,1,20279069
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_dateblock_r2_766a0846.csv,dateblock,2,20279166
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_dateblock_r3_c7230525.csv,dateblock,3,20279263
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_dateblock_r4_2284eff9.csv,dateblock,4,20279360
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_dateblock_r5_9a9008bd.csv,dateblock,5,20279457
submission_e276_only_diary_global_m160_6988f6a1.csv,submission_e276_e277null_only_diary_global_m160_6988f6a1_dateblock_r6_e9f9cdc1.csv,dateblock,6,20279554
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_row_r0_ad73972b.csv,row,0,20279979
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_row_r1_02934cf1.csv,row,1,20280076
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_row_r2_f9876970.csv,row,2,20280173
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_row_r3_e1b45602.csv,row,3,20280270
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_row_r4_7b3d497d.csv,row,4,20280367
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_row_r5_db2b85dc.csv,row,5,20280464
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_row_r6_6c53ebee.csv,row,6,20280561
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_subject_r0_6c84e609.csv,subject,0,20279980
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_subject_r1_cf4352c0.csv,subject,1,20280077
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_subject_r2_d10c68a3.csv,subject,2,20280174
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_subject_r3_31bd6d2d.csv,subject,3,20280271
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_subject_r4_396eea81.csv,subject,4,20280368
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_subject_r5_f0c2c0ee.csv,subject,5,20280465
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_subject_r6_8ccc0a30.csv,subject,6,20280562
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_dateblock_r0_0c30efc6.csv,dateblock,0,20279981
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_dateblock_r1_006468b6.csv,dateblock,1,20280078
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_dateblock_r2_895871c7.csv,dateblock,2,20280175
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_dateblock_r3_73e50ba4.csv,dateblock,3,20280272
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_dateblock_r4_b04191e2.csv,dateblock,4,20280369
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_dateblock_r5_8b2f15b1.csv,dateblock,5,20280466
submission_e276_no_diary_global_m160_d8951434.csv,submission_e276_e277null_no_diary_global_m160_d8951434_dateblock_r6_339815e3.csv,dateblock,6,20280563
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_row_r0_85a3ba22.csv,row,0,20280988
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_row_r1_20b904cc.csv,row,1,20281085
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_row_r2_7fb6a98f.csv,row,2,20281182
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_row_r3_459bb8c8.csv,row,3,20281279
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_row_r4_69f580d4.csv,row,4,20281376
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_row_r5_793cd3af.csv,row,5,20281473
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_row_r6_df9d26e6.csv,row,6,20281570
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_subject_r0_acfac30c.csv,subject,0,20280989
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_subject_r1_63bc52e5.csv,subject,1,20281086
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_subject_r2_b9a58eaa.csv,subject,2,20281183
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_subject_r3_c60414b9.csv,subject,3,20281280
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_subject_r4_0b781cb2.csv,subject,4,20281377
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_subject_r5_7d0c6928.csv,subject,5,20281474
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_subject_r6_c1635f5a.csv,subject,6,20281571
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_dateblock_r0_76d3e3f9.csv,dateblock,0,20280990
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_dateblock_r1_5e0a75bf.csv,dateblock,1,20281087
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_dateblock_r2_051350b9.csv,dateblock,2,20281184
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_dateblock_r3_4783df7c.csv,dateblock,3,20281281
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_dateblock_r4_413a969a.csv,dateblock,4,20281378
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_dateblock_r5_9137ea3b.csv,dateblock,5,20281475
submission_e276_inverse_primary_m080_4574c953.csv,submission_e276_e277null_inverse_primary_m080_4574c953_dateblock_r6_b3b777f9.csv,dateblock,6,20281572
