route_id,row,subject_id,sleep_date,route_name,targets,n_cells,q2_cells,s_cells,route_score,route_score_sum,route_score_mean,mean_latent_hsjepa_score,mean_context_energy,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_cell_gain,sum_cell_gain,outside_h070_cells,outside_h069_cells,h068_overlap_cells,h069_overlap_cells,target_mask,target_indices,route_rank,novelty_rank,shortcut_avoid_rank,assignment_route_score,source_cells,h082_cells,h082_row,outside_h082_cells,route_source_action_sum,route_source_action_mean,route_source_posterior_sum,route_source_posterior_mean,route_source_count_mean,route_family_count_mean,route_source_consensus_mean,route_bad_same_mean,route_bad_opp_mean,route_h079_row,route_h080_score_mean,route_move_abs_mean,route_direction_consistency,route_h050_null_cells,route_action_score
r221_q2_s3_tail,221,id09,2024-09-13,q2_s3_tail,"Q2,S3",2,1,1,1.2589601052226909,1.07976,0.53988,0.6613456965416896,0.6833257142857143,0.4517857142857142,0.5721657142857144,0.740097142857143,0.0004508867789911,0.0009017735579823,1,2,0,0,100010,"1,5",0.551177536231884,0.3154438405797101,0.432518115942029,0.4900317028985507,2,2,1,0,-9.642513433229754e-07,-4.821256716614877e-07,-0.000898786018031,-0.0004493930090155,12.5,2.0,1.0,0.6285714285714286,0.5251428571428571,0.0,0.5871642857142856,0.06009008031368445,1.0,0,0.4682631340579711
r229_q3_quality,229,id10,2024-08-06,q3_quality,Q3,1,0,0,1.0454203411081373,0.580194285714286,0.580194285714286,0.583694505372875,0.5692571428571429,0.4625999999999999,0.7755428571428571,0.4097171428571429,0.0050687598815624,0.0050687598815624,1,1,0,0,10000,2,0.4003623188405797,0.1526268115942029,0.4193840579710144,0.4185688405797101,1,1,1,0,-2.749006703063813e-06,-2.749006703063813e-06,-0.0049637439830545,-0.0049637439830545,13.0,3.0,1.0,0.7171428571428572,0.3022857142857142,0.0,0.6751885714285714,0.2031369394391574,0.5,0,0.46738451086956523
r201_full_state,201,id09,2024-08-06,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.085960359889736,1.9076485714285716,0.2725212244897959,0.2793380968417809,0.3906024489795918,0.4610918367346938,0.3677477551020408,0.3452171428571429,0.0005589663988976,0.0039127647922833,6,4,4,3,1111111,"0,1,2,3,4,5,6",0.4334239130434782,0.9026268115942028,0.4207427536231884,0.5190489130434783,4,0,0,7,-2.372416528851482e-06,-3.389166469787832e-07,-0.003693453054204726,-0.0005276361506006751,4.714285714285714,1.1428571428571428,0.5714285714285714,0.5223265306122449,0.45387755102040817,0.0,-0.016335918367346984,0.07522845508031052,0.75,0,0.4671739130434782
r082_s14_edge,82,id04,2024-09-13,s14_edge,"S1,S4",2,0,2,1.1308211250611866,0.8464742857142855,0.4232371428571427,0.4200018360853899,0.5136228571428572,0.3591642857142857,0.4454771428571428,0.3783771428571428,0.0005811030271818,0.0011622060543636,1,2,2,0,1001,"3,6",0.4633152173913043,0.3154438405797101,0.623641304347826,0.4548958333333333,2,2,1,0,-6.981814657851844e-07,-3.490907328925922e-07,-0.0009686128927694261,-0.00048430644638471304,5.5,2.0,1.0,0.528142857142857,0.45,1.0,0.5263828571428572,0.03952500332117595,1.0,0,0.4666644021739131
r037_full_state,37,id02,2024-09-05,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.192248816423574,2.097805714285714,0.2996865306122448,0.2912180968417809,0.4222971428571428,0.388334693877551,0.3479167346938775,0.2146771428571428,0.0001855220030789,0.0012986540215523,7,6,3,1,1111111,"0,1,2,3,4,5,6",0.5072463768115942,0.9891304347826086,0.5593297101449275,0.5712590579710144,4,0,0,7,-9.29692103924323e-07,-1.328131577034747e-07,-0.0007522230229326046,-0.00010746043184751495,2.2857142857142856,1.0,0.5714285714285714,0.4872653061224489,0.4644897959183673,0.0,-0.02386530612244897,0.04306423955561345,1.0,0,0.4662069746376812
r160_q2_s3_tail,160,id07,2024-07-22,q2_s3_tail,"Q2,S3",2,1,1,0.974806424013535,0.73156,0.36578,0.3866314108274038,0.5219942857142856,0.35305,0.3604028571428571,0.3448171428571429,0.0022110511603498,0.0044221023206997,2,1,1,1,100010,"1,5",0.3500905797101449,0.3154438405797101,0.634963768115942,0.4076177536231883,2,1,1,1,-5.93056092541845e-07,-2.965280462709225e-07,-0.004383843957083952,-0.002191921978541976,12.5,2.0,1.0,0.3244285714285714,0.7125714285714286,0.0,0.45209999999999995,0.11215131720847875,1.0,0,0.46618659420289854
r130_s_stage,130,id06,2024-07-09,s_stage,"S1,S2,S3,S4",4,0,4,1.765968316575886,2.4245428571428573,0.6061357142857143,0.5815623377161959,0.5703114285714286,0.3114928571428571,0.4610371428571428,0.6730171428571429,0.0004457466436608,0.0017829865746434,4,3,1,1,1111,"3,4,5,6",0.8088768115942029,0.7373188405797102,0.7341485507246377,0.7452717391304348,4,0,0,4,2.9101309145414662e-06,7.275327286353666e-07,-0.0017829865746434637,-0.00044574664366086594,9.0,2.0,1.0,0.4097142857142857,0.613,0.0,0.5994771428571428,0.850976830777601,0.5,0,0.4660235507246377
r143_q2_s3_tail,143,id06,2024-08-13,q2_s3_tail,"Q2,S3",2,1,1,1.1980585838348567,0.9794885714285714,0.4897442857142857,0.5804214108274038,0.6025314285714286,0.4245642857142856,0.5307200000000001,0.7089771428571429,0.0020833338745471,0.0041666677490942,1,1,2,1,100010,"1,5",0.5140398550724637,0.1526268115942029,0.4846014492753623,0.4718568840579709,2,0,0,2,-1.7385549063160035e-06,-8.692774531580018e-07,-0.0041033639777950685,-0.0020516819888975342,12.5,2.0,1.0,0.43985714285714284,0.7342857142857142,0.0,0.5971414285714286,0.1189211484435934,1.0,0,0.4656657608695652
r110_q2_s3_tail,110,id05,2024-10-02,q2_s3_tail,"Q2,S3",2,1,1,0.9276356571555232,0.6706771428571429,0.3353385714285714,0.3730499822559753,0.49704,0.4697642857142856,0.5819685714285715,0.2743571428571428,0.0028466866327786,0.0056933732655572,1,1,2,1,100010,"1,5",0.3192934782608695,0.1526268115942029,0.40625,0.3610597826086956,1,1,1,1,-7.340679466152429e-06,-3.6703397330762146e-06,-0.0054584744526643,-0.00272923722633215,5.0,1.0,0.5,0.4921428571428571,0.4477142857142857,0.0,-0.03512714285714291,0.2273488886327429,0.5,0,0.464291213768116
r204_recovery_route,204,id09,2024-08-09,recovery_route,"Q1,S2,S3,S4",4,0,3,1.2267197451511145,1.6141742857142856,0.4035435714285714,0.4068212244525184,0.4322428571428571,0.4806464285714285,0.4941728571428571,0.4888771428571428,0.0009016060166692,0.0036064240666768,3,2,2,2,1000111,"0,4,5,6",0.529891304347826,0.5849184782608695,0.3881340579710144,0.530221920289855,2,2,1,2,-3.6115856420377502e-06,-9.028964105094376e-07,-0.0012098656629888189,-0.0003024664157472047,3.25,1.25,0.5,0.6716428571428571,0.30257142857142855,0.0,-0.0433257142857143,0.07412832216716535,0.5,0,0.4634465579710144
r110_full_state,110,id05,2024-10-02,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,0.7429324246076148,1.1281485714285713,0.161164081632653,0.1682842192907604,0.3367085714285714,0.6500081632653061,0.3528824489795918,0.2850714285714285,0.0008255929937449,0.0057791509562143,6,4,4,3,1111111,"0,1,2,3,4,5,6",0.2142210144927536,0.9026268115942028,0.2096920289855072,0.3731204710144928,1,1,1,6,-7.340679466152429e-06,-1.0486684951646327e-06,-0.0054584744526643,-0.0007797820646663285,1.4285714285714286,0.2857142857142857,0.14285714285714285,0.6280816326530613,0.3208979591836734,0.0,-0.5483048979591837,0.2273488886327429,0.5,0,0.46263134057971006
r172_q1q3_subjective,172,id07,2024-08-21,q1q3_subjective,"Q1,Q3",2,0,0,1.0931318477281569,0.9289885714285716,0.4644942857142858,0.4817786635459269,0.5105485714285714,0.5246857142857143,0.6119114285714287,0.4837171428571428,0.0003497981695551,0.0006995963391103,2,2,2,0,1010000,"0,2",0.4397644927536231,0.46875,0.3292572463768116,0.4374048913043478,2,2,1,0,-2.428565654210876e-06,-1.214282827105438e-06,-0.0005889165666624,-0.0002944582833312,7.5,2.5,1.0,0.6474285714285715,0.3151428571428571,1.0,0.5663071428571429,0.0350742625285215,0.5,0,0.4612726449275363
r148_s_stage,148,id06,2024-08-22,s_stage,"S1,S2,S3,S4",4,0,4,1.4086904237187428,1.7576685714285714,0.4394171428571428,0.4310151948590531,0.4257714285714285,0.5186142857142857,0.3442371428571428,0.7161771428571428,4.330241981809165e-05,0.0001732096792723,4,4,1,0,1111,"3,4,5,6",0.6336050724637681,0.8054800724637681,0.3374094202898551,0.5690624999999999,2,2,1,2,-2.721464938116787e-08,-6.8036623452919675e-09,-0.0001521589907723649,-3.8039747693091224e-05,1.5,0.5,0.5,0.5378571428571428,0.5931428571428571,0.0,-0.02279285714285717,0.9031061436919803,1.0,0,0.4610190217391304
r055_q3_quality,55,id02,2024-10-13,q3_quality,Q3,1,0,0,1.19340428396528,0.6831371428571429,0.6831371428571429,0.7398316482300179,0.7860457142857142,0.3277428571428571,0.6258571428571429,0.6424371428571428,0.0008932519013147,0.0008932519013147,0,1,0,0,10000,2,0.5086050724637681,0.0337409420289855,0.7001811594202898,0.4596376811594203,1,1,1,0,-3.451491440281645e-07,-3.451491440281645e-07,-0.0008887817909513,-0.0008887817909513,15.0,3.0,1.0,0.3714285714285714,0.5222857142857142,0.0,0.7195028571428572,0.105319273905918,0.5,0,0.46070425724637687
r136_q2_s3_tail,136,id06,2024-07-16,q2_s3_tail,"Q2,S3",2,1,1,0.9632486309583356,0.8683799999999999,0.4341899999999999,0.499647125113118,0.5222914285714285,0.57125,0.6228714285714286,0.5438971428571429,0.0018404957413666,0.0036809914827332,1,2,0,0,100010,"1,5",0.3405797101449275,0.3154438405797101,0.2785326086956521,0.375276268115942,1,1,1,1,-5.526029441119323e-06,-2.7630147205596614e-06,-0.0035649650417381,-0.00178248252086905,6.5,1.5,0.5,0.5738571428571428,0.396,0.0,0.03029142857142858,0.1808510876511733,0.5,0,0.45994791666666657
r037_s_stage,37,id02,2024-09-05,s_stage,"S1,S2,S3,S4",4,0,4,1.2117867808616,1.3864057142857142,0.3466014285714285,0.3068637662876244,0.4547028571428571,0.3372571428571428,0.3355771428571428,0.2146771428571428,0.0001433620227876,0.0005734480911506,4,3,2,1,1111,"3,4,5,6",0.5203804347826086,0.7373188405797102,0.6757246376811594,0.5438269927536233,3,0,0,4,-8.123183748125316e-07,-2.030795937031329e-07,-0.0005731945288423045,-0.00014329863221057614,3.75,1.5,0.75,0.40842857142857136,0.4832857142857143,0.0,0.20415214285714287,0.04473537850368677,1.0,0,0.4599275362318841
r142_s23_core,142,id06,2024-08-12,s23_core,"S2,S3",2,0,2,1.4905868791937984,1.254374285714286,0.6271871428571429,0.6182942679184307,0.5872457142857143,0.3399357142857142,0.5425,0.8530971428571428,7.132210458425406e-05,0.0001426442091685,2,1,1,1,110,"4,5",0.6766304347826086,0.3154438405797101,0.6680253623188406,0.576675724637681,2,0,0,2,-3.01505477560202e-07,-1.50752738780101e-07,-0.00014263545046737242,-7.131772523368621e-05,13.5,2.0,1.0,0.5509999999999999,0.531142857142857,0.0,0.6040828571428571,1.6798809818248444,1.0,0,0.45971467391304344
r025_q_subjective,25,id01,2024-09-14,q_subjective,"Q1,Q2,Q3",3,1,0,0.9924302135672576,0.9511428571428572,0.3170476190476191,0.3636067280568466,0.4493066666666667,0.4811904761904761,0.4313428571428571,0.4345771428571428,0.0004430796555158,0.0013292389665476,3,2,2,1,1110000,"0,1,2",0.3623188405797101,0.5849184782608695,0.3867753623188406,0.4092346014492753,2,2,1,1,-2.265163831470961e-06,-7.550546104903203e-07,-0.001321884878165,-0.0004406282927216667,6.666666666666667,1.6666666666666667,0.6666666666666666,0.6091428571428571,0.3184761904761904,0.0,0.11644285714285711,0.07448151268815775,1.0,0,0.45949954710144936
r086_q1q3_subjective,86,id04,2024-09-19,q1q3_subjective,"Q1,Q3",2,0,0,0.94953792567154,0.7490285714285716,0.3745142857142858,0.3948586635459269,0.4211142857142856,0.5525142857142857,0.5926371428571428,0.4614571428571429,0.0005355650518816,0.0010711301037633,2,1,1,1,1010000,"0,2",0.333786231884058,0.3154438405797101,0.296195652173913,0.3498822463768116,2,2,1,0,-4.457242105493197e-06,-2.2286210527465984e-06,-0.0008598292619985642,-0.0004299146309992821,6.5,2.5,1.0,0.7142857142857142,0.39485714285714285,1.0,0.5272171428571428,0.0434056917669136,0.5,0,0.45938179347826086
r215_s14_edge,215,id09,2024-09-05,s14_edge,"S1,S4",2,0,2,1.368134337753253,1.1445857142857143,0.5722928571428572,0.5577589789425328,0.6631314285714286,0.3626928571428571,0.5315,0.4037371428571428,0.0022352937965371,0.0044705875930742,1,2,2,0,1001,"3,6",0.6123188405797102,0.3154438405797101,0.6127717391304348,0.573564311594203,1,1,1,1,-1.5817651943325644e-06,-7.908825971662822e-07,-0.0020214351535288,-0.0010107175767644,8.5,1.5,0.5,0.4561428571428571,0.5782857142857143,0.0,0.07156428571428569,0.1407404401819702,0.5,0,0.4592413949275362
r031_q2_s3_tail,31,id02,2024-08-30,q2_s3_tail,"Q2,S3",2,1,1,1.0836104924633116,0.8771971428571427,0.4385985714285713,0.4674256965416896,0.5493314285714286,0.3386785714285714,0.4721028571428571,0.2874571428571428,0.0053925682218952,0.0107851364437905,1,2,2,0,100010,"1,5",0.432518115942029,0.3154438405797101,0.6702898550724637,0.4896014492753623,1,1,1,1,-1.3627029731787917e-06,-6.813514865893958e-07,-0.0065646324415975,-0.00328231622079875,10.5,1.5,0.5,0.42071428571428565,0.6634285714285715,0.0,0.013441428571428604,0.5615248186519778,0.5,0,0.45894701086956524
r219_q1q3_subjective,219,id09,2024-09-10,q1q3_subjective,"Q1,Q3",2,0,0,1.193841688932102,1.0229971428571427,0.5114985714285714,0.5422015206887841,0.6588628571428572,0.3977642857142857,0.5667457142857144,0.4856171428571429,0.0015633606551388,0.0031267213102777,1,1,2,1,1010000,"0,2",0.509963768115942,0.1526268115942029,0.5362318840579711,0.4726358695652173,1,1,1,1,-3.952189637644016e-06,-1.976094818822008e-06,-0.0028809144453966,-0.0014404572226983,6.5,1.0,0.5,0.4404285714285714,0.5385714285714285,0.0,0.05969714285714278,0.1588271346587436,0.5,0,0.45875226449275364
r104_q1q3_subjective,104,id04,2024-10-28,q1q3_subjective,"Q1,Q3",2,0,0,1.2434746201903808,1.1050057142857144,0.5525028571428572,0.6021158064030698,0.5801142857142857,0.4480428571428571,0.5378942857142857,0.651837142857143,0.0008700691156778,0.0017401382313557,1,2,1,0,1010000,"0,2",0.5384963768115942,0.3154438405797101,0.4420289855072464,0.4896512681159419,2,2,1,0,-7.169720954500716e-07,-3.584860477250358e-07,-0.0017401382313557,-0.00087006911567785,9.0,2.0,1.0,0.5565714285714285,0.41142857142857137,0.0,0.6125428571428573,0.0901528214667207,0.5,0,0.45787817028985495
r153_q_subjective,153,id07,2024-07-15,q_subjective,"Q1,Q2,Q3",3,1,0,1.192461486966686,1.2606057142857146,0.4202019047619048,0.4947629185330371,0.5583695238095238,0.4819095238095238,0.4727104761904761,0.5406571428571428,0.0003368964066704,0.0010106892200114,2,3,0,0,1110000,"0,1,2",0.5081521739130435,0.5849184782608695,0.3858695652173913,0.4946195652173912,2,2,1,1,-4.374438719675946e-07,-1.4581462398919818e-07,-0.0007664070092513,-0.00025546900308376667,9.0,2.0,0.6666666666666666,0.5290476190476191,0.464952380952381,0.0,0.17576666666666663,0.0549557866996387,1.0,0,0.4578306159420289
r021_q_subjective,21,id01,2024-09-10,q_subjective,"Q1,Q2,Q3",3,1,0,1.2618004874783126,1.3083228571428571,0.4361076190476191,0.4964581566282751,0.5962514285714285,0.3626428571428572,0.5113676190476191,0.5158971428571428,0.0003421632830519,0.0010264898491557,2,0,3,3,1110000,"0,1,2",0.5548007246376812,0.1526268115942029,0.6132246376811594,0.4855480072463767,2,2,1,1,-1.678317321839179e-06,-5.594391072797264e-07,-0.0008914156510914,-0.0002971385503638,10.0,2.0,0.6666666666666666,0.4381904761904762,0.5007619047619047,0.0,0.18750380952380954,0.0710724352797737,0.5,0,0.4573913043478262
r148_recovery_route,148,id06,2024-08-22,recovery_route,"Q1,S2,S3,S4",4,0,3,1.3324897880082571,1.7195428571428573,0.4298857142857143,0.4315640815953757,0.4239857142857142,0.5104857142857143,0.3423928571428571,0.7161771428571428,4.3337338560634946e-05,0.0001733493542425,4,4,1,0,1000111,"0,4,5,6",0.5905797101449275,0.8054800724637681,0.3500905797101449,0.5455434782608695,2,2,1,2,-2.721464938116787e-08,-6.8036623452919675e-09,-0.0001521589907723649,-3.8039747693091224e-05,1.5,0.5,0.5,0.5338571428571428,0.5931428571428571,0.0,-0.023415714285714317,0.9031061436919803,1.0,0,0.4569157608695652
r161_q_subjective,161,id07,2024-07-23,q_subjective,"Q1,Q2,Q3",3,1,0,1.185557236214881,1.227917142857143,0.4093057142857143,0.4412257756758942,0.5610704761904762,0.3609476190476191,0.3403123809523809,0.4408971428571428,0.0001516371466334,0.0004549114399002,3,3,2,0,1110000,"0,1,2",0.5009057971014492,0.6632699275362319,0.6182065217391305,0.5120425724637682,3,0,0,3,-2.500628076775728e-07,-8.33542692258576e-08,-0.0004543602410668065,-0.0001514534136889355,5.333333333333333,2.3333333333333335,1.0,0.3256190476190476,0.7005714285714286,0.0,0.5289771428571428,0.035843180477627634,0.6666666666666666,0,0.4568976449275362
r089_q3_s_stage,89,id04,2024-09-23,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.7084467578768754,2.666331428571429,0.5332662857142858,0.5741487712475317,0.5967131428571428,0.4077942857142856,0.3784057142857143,0.7767571428571429,0.00046464055474,0.0023232027737002,3,4,1,1,11111,"2,3,4,5,6",0.7835144927536232,0.7373188405797102,0.5172101449275363,0.6986186594202899,4,3,1,2,3.4049620236515805e-06,6.809924047303161e-07,-0.0020930492451085,-0.00041860984902169997,5.6,1.6,0.8,0.48102857142857125,0.4409142857142857,0.0,0.34859542857142856,0.07891216370318847,0.5,0,0.45657608695652174
r091_q_subjective,91,id04,2024-09-25,q_subjective,"Q1,Q2,Q3",3,1,0,0.9728898334111932,0.95074,0.3169133333333333,0.3737819661520847,0.4511542857142857,0.6061380952380953,0.5232609523809524,0.4177371428571428,0.0034342174380007,0.0103026523140022,2,3,1,0,1110000,"0,1,2",0.348731884057971,0.5849184782608695,0.2445652173913043,0.4323007246376812,1,1,1,2,-4.746285260264045e-06,-1.5820950867546816e-06,-0.00986809492808,-0.0032893649760266665,4.666666666666667,1.0,0.3333333333333333,0.6221904761904763,0.4885714285714286,0.0,-0.2210657142857143,0.2956289122127779,0.5,0,0.4565692934782609
r244_q2_hardtail,244,id10,2024-09-21,q2_hardtail,Q2,1,1,0,1.0447228569931246,0.6243428571428572,0.6243428571428572,0.7297371427929716,0.7485600000000001,0.3475142857142857,0.8079028571428571,0.5386171428571429,0.0006452478340843,0.0006452478340843,1,1,0,0,100000,1,0.3985507246376811,0.1526268115942029,0.6503623188405797,0.4150860507246376,1,1,1,0,-4.0460730720869325e-06,-4.0460730720869325e-06,-0.0006452478340843,-0.0006452478340843,6.0,1.0,1.0,0.4102857142857143,0.3005714285714285,0.0,0.6317342857142858,0.0740605658472861,0.5,0,0.4555955615942029
r144_recovery_route,144,id06,2024-08-14,recovery_route,"Q1,S2,S3,S4",4,0,3,1.2564953737225433,1.6079314285714288,0.4019828571428572,0.416332653023947,0.4274371428571428,0.5491071428571429,0.3658671428571428,0.670817142857143,6.137182442758466e-05,0.0002454872977103,3,4,1,0,1000111,"0,4,5,6",0.5493659420289855,0.7373188405797102,0.301177536231884,0.5104393115942027,2,2,1,2,-3.553899491895645e-08,-8.884748729739112e-09,-0.0001895330142250509,-4.738325355626273e-05,3.0,1.0,0.5,0.575,0.5325714285714286,0.0,-0.03242285714285714,3.336238074908575,1.0,0,0.45539175724637687
r225_q_subjective,225,id09,2024-09-20,q_subjective,"Q1,Q2,Q3",3,1,0,1.1633686664610086,1.1092485714285714,0.3697495238095238,0.4669381566282751,0.4744761904761905,0.5863666666666667,0.4512857142857143,0.7052571428571429,0.001408663816475,0.004225991449425,2,3,2,0,1110000,"0,1,2",0.485054347826087,0.5849184782608695,0.2626811594202898,0.4887545289855072,1,1,1,2,-4.050598534735984e-06,-1.3501995115786614e-06,-0.004127733319951,-0.0013759111066503334,6.0,1.0,0.3333333333333333,0.6052380952380952,0.43885714285714283,0.0,-0.18250761904761906,0.189956922620847,0.5,0,0.4548301630434783
r236_q3_quality,236,id10,2024-08-19,q3_quality,Q3,1,0,0,1.3380824553938513,0.7902342857142859,0.7902342857142859,0.8331173625157321,0.7858742857142856,0.4008285714285714,0.8310514285714286,0.8643771428571428,0.0025805883566352,0.0025805883566352,1,1,0,0,10000,2,0.592391304347826,0.1526268115942029,0.529891304347826,0.5306838768115942,1,1,1,0,-1.6589966854815574e-06,-1.6589966854815574e-06,-0.0025605441085609,-0.0025605441085609,13.0,2.0,1.0,0.592,0.6885714285714286,0.0,0.7761514285714286,0.1546247838841279,0.5,0,0.45478260869565207
r034_nonq2_full,34,id02,2024-09-02,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.185608811403976,1.8831942857142856,0.3138657142857142,0.2977420653737253,0.4080019047619048,0.4135142857142856,0.289207619047619,0.3529371428571429,0.0003700772234524,0.0022204633407148,6,4,4,2,1011111,"0,2,3,4,5,6",0.501358695652174,0.9026268115942028,0.5072463768115942,0.5501358695652173,4,0,0,6,-7.459246962569306e-07,-1.2432078270948845e-07,-0.00041611928539338357,-6.93532142322306e-05,9.0,1.8333333333333333,0.6666666666666666,0.42619047619047606,0.5049523809523809,0.0,0.10583761904761901,0.03238255376145135,0.75,0,0.45440896739130426
r212_q3_s_stage,212,id09,2024-08-17,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.536506739758052,2.3336285714285716,0.4667257142857143,0.4829259141046746,0.5013737142857143,0.4173599999999999,0.4127337142857142,0.6125971428571427,0.0002910404210882,0.0014552021054411,4,3,2,2,11111,"2,3,4,5,6",0.7042572463768116,0.7373188405797102,0.4981884057971014,0.646105072463768,3,0,0,5,-6.761604225092842e-07,-1.3523208450185682e-07,-0.0006215775016633891,-0.00012431550033267783,4.8,1.8,0.6,0.5114285714285713,0.4603428571428571,0.0,0.11875428571428567,0.04733275911644544,1.0,0,0.4527015398550725
r174_q_subjective,174,id07,2024-08-25,q_subjective,"Q1,Q2,Q3",3,1,0,0.98209755073965,0.9562057142857144,0.3187352380952381,0.3914905375806561,0.3810971428571428,0.6447809523809523,0.4785942857142857,0.5890171428571428,0.002927576682034,0.008782730046102,3,3,1,0,1110000,"0,1,2",0.3573369565217391,0.6632699275362319,0.213768115942029,0.4388903985507246,1,0,0,3,-2.4705391980339935e-05,-8.235130660113312e-06,-0.0083794755163607,-0.0027931585054535666,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.7601904761904761,0.33809523809523806,0.0,-0.2377895238095238,0.2704600043168856,0.5,0,0.4523211050724637
r037_s14_edge,37,id02,2024-09-05,s14_edge,"S1,S4",2,0,2,1.1807062209685686,0.9032142857142856,0.4516071428571429,0.4002732646568184,0.5488742857142856,0.2503785714285714,0.37882,0.2146771428571428,0.000198924346782,0.0003978486935641,2,2,0,0,1001,"3,6",0.4945652173913043,0.46875,0.8283514492753623,0.5078623188405798,2,0,0,2,-3.290540087947837e-07,-1.6452700439739185e-07,-0.0003978486935641046,-0.0001989243467820523,5.0,2.0,1.0,0.29528571428571426,0.5488571428571428,0.0,0.5286757142857144,0.038653952436601705,1.0,0,0.45176856884057964
r089_s_stage,89,id04,2024-09-23,s_stage,"S1,S2,S3,S4",4,0,4,1.6884022880044571,2.287897142857143,0.5719742857142858,0.6004923377161959,0.6242914285714286,0.3378928571428571,0.3651328571428571,0.7767571428571429,0.00054035035651,0.0021614014260401,2,3,1,1,1111,"3,4,5,6",0.7762681159420289,0.5849184782608695,0.6725543478260869,0.6875271739130433,3,2,1,2,3.6323069539022096e-06,9.080767384755524e-07,-0.0019312478974484,-0.0004828119743621,6.5,1.75,0.75,0.40614285714285703,0.43028571428571427,0.0,0.3134164285714285,0.08949313210435476,0.6666666666666666,0,0.45121376811594205
r187_q2_hardtail,187,id08,2024-08-09,q2_hardtail,Q2,1,1,0,1.0234411998502673,0.5906999999999999,0.5906999999999999,0.751342857078686,0.8187542857142857,0.2737571428571428,0.6277542857142858,0.6206971428571427,0.000871644100941,0.000871644100941,0,1,0,0,100000,1,0.3836050724637681,0.0337409420289855,0.7930253623188406,0.399098731884058,1,1,1,0,-2.2243611216903252e-06,-2.2243611216903252e-06,-0.000871644100941,-0.000871644100941,6.0,1.0,1.0,0.1785714285714285,0.636,0.0,0.6666171428571428,0.0852703753961641,0.5,0,0.4509533514492754
r003_q_subjective,3,id01,2024-08-03,q_subjective,"Q1,Q2,Q3",3,1,0,0.9096486407258156,0.8303799999999999,0.2767933333333333,0.376995299485418,0.4608990476190476,0.6199095238095239,0.4268666666666666,0.6252171428571428,0.0011416536165968,0.0034249608497905,2,1,3,2,1110000,"0,1,2",0.3093297101449275,0.3154438405797101,0.2332427536231884,0.3319021739130434,3,3,1,0,-2.7282670412780623e-06,-9.094223470926874e-07,-0.0028759843101735846,-0.0009586614367245282,8.0,2.0,1.0,0.6452380952380953,0.36552380952380953,1.0,0.44054666666666664,0.052203775799330936,0.6666666666666666,0,0.45084692028985496
r091_full_state,91,id04,2024-09-25,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,0.860083693250855,1.4744885714285711,0.2106412244897959,0.2358368723519849,0.3338220408163265,0.757161224489796,0.4200081632653061,0.4234514285714285,0.0014869935406526,0.0104089547845684,6,7,2,0,1111111,"0,1,2,3,4,5,6",0.2835144927536231,0.9891304347826086,0.1336050724637681,0.4351902173913043,1,1,1,6,-4.746285260264045e-06,-6.780407514662921e-07,-0.00986809492808,-0.0014097278468685713,2.0,0.42857142857142855,0.14285714285714285,0.7810204081632653,0.28220408163265304,0.0,-0.5243179591836735,0.2956289122127779,0.5,0,0.45083106884057966
r080_q2_hardtail,80,id04,2024-09-10,q2_hardtail,Q2,1,1,0,0.1542589712788388,-0.0396742857142857,-0.0396742857142857,0.0479371427929717,0.2663542857142857,0.5451428571428572,0.0508228571428571,0.1379771428571428,0.0002093103425686,0.0002093103425686,1,0,1,1,100000,1,0.0040760869565217,0.0337409420289855,0.3070652173913043,0.066508152173913,1,1,1,0,-0.0005375175260896,-0.0005375175260896,0.0144554525692625,0.0144554525692625,4.0,1.0,1.0,0.4474285714285714,0.2251428571428571,1.0,0.2167171428571427,0.3863999999999998,0.5,0,0.4504778079710145
r194_full_state,194,id08,2024-09-09,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,0.940614980203844,1.6587114285714286,0.236958775510204,0.2918678927601482,0.3274661224489796,0.8011183673469388,0.3909910204081632,0.6430114285714287,0.001951712969611,0.0136619907872773,6,5,3,2,1111111,"0,1,2,3,4,5,6",0.3247282608695652,0.9402173913043478,0.1032608695652173,0.4471195652173913,1,0,0,7,-1.3359129406379798e-05,-1.9084470580542567e-06,-0.0125867994524596,-0.0017981142074942286,1.1428571428571428,0.14285714285714285,0.14285714285714285,0.8437551020408163,0.1753469387755102,0.0,-0.5262681632653062,0.3537367960520918,0.5,0,0.44952445652173917
