source,source_idea_no,idea_id,experiment_id,idea,families,experiment_family,experiment_stage,risk,implementation_batch,status,expected_artifact,validation_gate
claude,28,claude_028_회복부채_activity_debt_최근_활동_deviation_누적,domain_claude_028,회복부채(activity debt)**: 최근 활동 deviation 누적.,subject_deviation|rolling_memory|cross_modal,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,29,claude_029_ewma_baseline_반감기_가변_최근_가중_단순_28일_평균보다_panel_dri,domain_claude_029,EWMA baseline**(반감기 가변) → 최근 가중. 단순 28일 평균보다 panel drift에 강함.,subject_deviation|rolling_memory,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,30,claude_030_추세_vs_오늘_최근_14일_기울기_부호와_today_부호의_일치_배반,domain_claude_030,"""추세 vs 오늘"": 최근 14일 기울기 부호와 today 부호의 일치/배반.",day_slicing|rolling_memory,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,31,claude_031_social_jetlag_주중_주말_midsleep_차이를_rolling으로,domain_claude_031,social jetlag**: 주중-주말 midsleep 차이를 rolling으로.,day_slicing|rolling_memory,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,32,claude_032_변동성의_변동성_최근_7일_deviation의_분산이_커지는가_불안정화_신호,domain_claude_032,변동성의 변동성**: 최근 7일 deviation의 분산이 커지는가(불안정화 신호).,subject_deviation|rolling_memory,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,33,claude_033_day_index_week_index를_명시_피처로_target_mean_shift를_,domain_claude_033,day-index / week-index를 명시 피처로 → target mean shift를 모델이 흡수.,day_slicing|target_view,day_slicing,day_state_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
claude,34,claude_034_캘린더_주_단위_base_rate_detrend_값,domain_claude_034,캘린더 주 단위 base-rate detrend 값.,rolling_memory,rolling_memory,past_context_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,35,claude_035_최근_결측률_추세_센서_노후_이탈_모니터링,domain_claude_035,최근 결측률 추세 → 센서 노후/이탈 모니터링.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,36,claude_036_어제_echo_today와_yesterday_활동_시계열_cross_correlatio,domain_claude_036,"""어제 echo"": today와 yesterday 활동 시계열 cross-correlation, 최적 lag.",day_slicing|cross_modal,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,37,claude_037_마지막_n박_수면을_작은_시퀀스로_decoder에_n_night_컨텍스트_입력,domain_claude_037,마지막 N박 수면을 작은 시퀀스로 → decoder에 N-night 컨텍스트 입력.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,38,claude_038_하루를_typed_episode_시퀀스_로_정지_이동_수면_폰버스트_결측_duratio,domain_claude_038,하루를 **typed episode 시퀀스**로: (정지/이동/수면/폰버스트/결측) × duration × 시작시각 × 위치클러스터.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,39,claude_039_episode_transformer_토큰_wake_7_12_still_2h_home_m,domain_claude_039,"episode = Transformer 토큰**: `[WAKE]@7:12 [STILL,2h]@home [MOVE,40m] ...` → ""하루를 문장으로"".",day_slicing|rolling_memory|episode|token_ssl,day_slicing,day_state_features,medium,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
claude,40,claude_040_episode_전이행렬_엔트로피_하루의_무질서도,domain_claude_040,episode 전이행렬 엔트로피 = 하루의 무질서도.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,41,claude_041_context_switch_수_위치클러스터_전환_횟수_하루_파편화,domain_claude_041,context switch 수**: 위치클러스터 전환 횟수 = 하루 파편화.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,42,claude_042_가장_긴_정지_폰off_블록_quiet_hours_길이_시작,domain_claude_042,"가장 긴 정지+폰off 블록 = ""quiet hours"" 길이/시작.",missingness,missingness,value_mask_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,43,claude_043_활동_burst의_burstiness_b_goh_barab_si_규칙적_vs_몰아치는,domain_claude_043,활동 burst의 **burstiness B (Goh-Barabási)**: 규칙적 vs 몰아치는.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,44,claude_044_inter_event_time_분포_폰_unlock_간격의_엔트로피,domain_claude_044,inter-event time 분포: 폰 unlock 간격의 엔트로피.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,45,claude_045_수면_윈도우_내_micro_arousal_proxy_짧은_움직임_burst_횟수_수면_,domain_claude_045,수면 윈도우 내 **micro-arousal proxy**: 짧은 움직임 burst 횟수 = 수면 분절.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,46,claude_046_기상_첫_폰_unlock_latency_아침_둔함,domain_claude_046,기상~첫 폰 unlock latency = 아침 둔함.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,47,claude_047_기상_첫_외출_집_이탈_latency_활동_시동,domain_claude_047,기상~첫 외출(집 이탈) latency = 활동 시동.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,48,claude_048_episode_duration을_절대값_말고_그_사람_그_episode_type_평소_,domain_claude_048,episode duration을 절대값 말고 그 사람 그 episode-type 평소 길이의 percentile로.,subject_deviation|episode,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,49,claude_049_episode를_sax_quantile_이산화_어휘화_motif_탐색_가능,domain_claude_049,episode를 SAX/quantile 이산화 → 어휘화 → motif 탐색 가능.,subject_deviation|episode|motif_retrieval,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,50,claude_050_day를_2d_이미지_시간_모달_또는_recurrence_plot_gaf_vit_입력,domain_claude_050,day를 **2D 이미지(시간×모달)** 또는 recurrence plot / GAF → ViT 입력.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,51,claude_051_결측을_nan이_아니라_typed_episode_로_missing_8h_night_충전,domain_claude_051,"결측을 NaN이 아니라 **typed episode**로: `[MISSING,8h]@night` = 충전 = 정상.",day_slicing|episode|missingness,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,52,claude_052_missingness_fingerprint_결측의_시간대_패턴_자체를_피처_야간결측_v,domain_claude_052,missingness fingerprint**: 결측의 시간대 패턴 자체를 피처(야간결측 vs 주간결측 구분).,missingness,missingness,value_mask_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,53,claude_053_충전_episode_추정_야간_장기결측_취침_proxy,domain_claude_053,충전 episode 추정(야간 장기결측) → 취침 proxy.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,54,claude_054_주간_결측_기기_미소지_외출패턴_변화_비정상_신호,domain_claude_054,주간 결측 = 기기 미소지/외출패턴 변화 → 비정상 신호.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,55,claude_055_모달_간_결측_동시성_동시_결측_기기_off_vs_단일_모달_결측_센서_고장_구분,domain_claude_055,모달 간 결측 동시성: 동시 결측(기기 off) vs 단일 모달 결측(센서 고장) 구분.,missingness,missingness,value_mask_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,56,claude_056_결측률을_confounder로_명시_모델링_라벨과의_spurious_상관이_lb로_전이,domain_claude_056,결측률을 confounder로 명시 모델링** → 라벨과의 spurious 상관이 LB로 전이되지 않게.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,57,claude_057_결측_직전_직후_행동으로_결측_원인_추정_자다가_끊김_vs_활동_중_끊김,domain_claude_057,결측 직전/직후 행동으로 결측 원인 추정(자다가 끊김 vs 활동 중 끊김).,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,58,claude_058_관측_가능했던_시간_비율_로_모든_카운트_피처_normalize_결측_길이_편향_제거,domain_claude_058,"""관측 가능했던 시간 비율""로 모든 카운트 피처 normalize** → 결측 길이 편향 제거.",misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,59,claude_059_gps_집인데_가속도_고활동_실내운동_청소_모순이_도메인_정보,domain_claude_059,GPS=집인데 가속도=고활동 → 실내운동/청소. **모순이 도메인 정보**.,cross_modal,cross_modal,cross_modal_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,60,claude_060_폰_과사용_가속도_걷는중_주의분산_보행,domain_claude_060,폰 과사용 + 가속도=걷는중 → 주의분산 보행.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,61,claude_061_수면센서_수면인데_폰_unlock_불면_분절수면_직접_측정,domain_claude_061,수면센서=수면인데 폰=unlock → 불면/분절수면 직접 측정.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,62,claude_062_gps정지_폰off_저활동_진짜_휴식_vs_gps정지_폰고사용_cocooning_위축,domain_claude_062,GPS정지+폰off+저활동 = 진짜 휴식 vs GPS정지+폰고사용 = **cocooning(위축)**.,missingness|cross_modal,missingness,value_mask_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,63,claude_063_모달_간_상태_일치도_agreement_점수_데이터_품질_행동_신호_동시_포착,domain_claude_063,모달 간 상태 일치도(agreement) 점수 → 데이터 품질 + 행동 신호 동시 포착.,cross_modal,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,64,claude_064_location_entropy_normalized_entropy_digital_phen,domain_claude_064,location entropy / normalized entropy** (digital phenotyping) — 기분·우울 검증된 마커.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,65,claude_065_circadian_movement_이동의_24h_주기성_power_검증된_우울_마커,domain_claude_065,circadian movement**: 이동의 24h 주기성 power — 검증된 우울 마커.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,66,claude_066_home_stay_비율_방문_고유_장소_수_집에서_최대_거리,domain_claude_066,"home stay 비율, 방문 고유 장소 수, 집에서 최대 거리.",misc_domain,misc_domain,manual_review,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,67,claude_067_transition_time_장소_간_이동에_쓴_총_시간,domain_claude_067,transition time: 장소 간 이동에 쓴 총 시간.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,68,claude_068_이동_직전_직후_폰_사용_패턴_이동과_폰의_시간적_결합,domain_claude_068,이동 직전/직후 폰 사용 패턴(이동과 폰의 시간적 결합).,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,69,claude_069_수면_직전_90분_폰_사용량_sleep_hygiene_s_타겟_강력_후보,domain_claude_069,수면 직전 90분 폰 사용량(sleep hygiene)** → S 타겟 강력 후보.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,70,claude_070_기상_직후_30분_폰_사용_각성_기분_proxy,domain_claude_070,기상 직후 30분 폰 사용 → 각성/기분 proxy.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,71,claude_071_한_모달로_다른_모달_복원한_잔차_cross_modal_anomaly_gps_가리고_가,domain_claude_071,한 모달로 다른 모달 복원한 잔차 = **cross-modal anomaly**(GPS 가리고 가속도+폰으로 복원).,cross_modal,cross_modal,cross_modal_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,72,claude_072_subject_내_day_embedding_knn_today_라벨_닮은_과거_날들의_s,domain_claude_072,subject 내 day-embedding kNN → today 라벨 = 닮은 과거 날들의 soft vote.,day_slicing|subject_deviation|episode,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,73,claude_073_matrix_profile_로_활동_시계열_motif_discord_탐색_반복_패턴_v,domain_claude_073,matrix profile**로 활동 시계열 motif/discord 탐색 → 반복 패턴 vs 이례.,motif_retrieval,motif_retrieval,unsupervised_state_diagnostics,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,74,claude_074_day_클러스터링_하루_유형_라벨_subject별_유형_분포,domain_claude_074,"day 클러스터링 → ""하루 유형"" 라벨, subject별 유형 분포.",day_slicing|subject_deviation,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,75,claude_075_prototype_거리_벡터_모든_day_유형_prototype까지_거리_하루_표현,domain_claude_075,prototype 거리 벡터: 모든 day-유형 prototype까지 거리 = 하루 표현.,day_slicing|motif_retrieval,day_slicing,day_state_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,76,claude_076_cross_subject_retrieval_행동구조_닮은_타_subject의_비슷한_날,domain_claude_076,cross-subject retrieval**: 행동구조 닮은 타 subject의 비슷한 날 borrow(cold-start).,subject_deviation|cross_modal|motif_retrieval,subject_deviation,subject_relative_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,77,claude_077_day_of_week_조건부_retrieval_같은_요일_과거_날과만_비교,domain_claude_077,day-of-week 조건부 retrieval: 같은 요일 과거 날과만 비교.,day_slicing|motif_retrieval,day_slicing,day_state_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,78,claude_078_motif_어휘로_하루를_bag_of_motifs_표현_작은_decoder_친화,domain_claude_078,motif 어휘로 하루를 bag-of-motifs 표현 → 작은 decoder 친화.,motif_retrieval,motif_retrieval,unsupervised_state_diagnostics,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,79,claude_079_이_하루가_이_subject에게_얼마나_전형적인가_typicality_score,domain_claude_079,"""이 하루가 이 subject에게 얼마나 전형적인가"" typicality score.",subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,80,claude_080_retrieval_이웃들의_라벨_분산_예측_불확실성_추정,domain_claude_080,retrieval 이웃들의 라벨 분산 = 예측 불확실성 추정.,motif_retrieval,motif_retrieval,unsupervised_state_diagnostics,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,81,claude_081_s_타겟_view_야간_윈도우_수면구조_취침전_폰_micro_arousal_중심,domain_claude_081,S 타겟 view**: 야간 윈도우·수면구조·취침전 폰·micro-arousal 중심.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,82,claude_082_q_타겟_view_주간_활동_파편화_mobility_entropy_장소_다양성_comm,domain_claude_082,Q 타겟 view**: 주간 활동 파편화·mobility entropy·장소 다양성·commute 중심.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,83,claude_083_타겟별_윈도우_길이_다르게_s는_밤_12h_q는_wake_to_survey,domain_claude_083,"타겟별 윈도우 길이 다르게: S는 밤 12h, Q는 wake-to-survey.",day_slicing|episode,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,84,claude_084_7개_타겟_multi_task로_묶되_ssl_임베딩_공유_어떤_타겟이_어떤_view를_,domain_claude_084,7개 타겟 multi-task로 묶되 SSL 임베딩 공유 → 어떤 타겟이 어떤 view를 공유하는지 학습.,rolling_memory|token_ssl,rolling_memory,past_context_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
claude,85,claude_085_타겟별_subject_정규화_강도_다르게_절대값이_더_중요한_타겟이_있을_수_있음_ab,domain_claude_085,타겟별 subject 정규화 강도 다르게(절대값이 더 중요한 타겟이 있을 수 있음 → ablation으로 확인).,subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,86,claude_086_타겟_간_상관_구조를_라벨_부족_보완에_활용_한_타겟을_다른_타겟의_보조_ssl_신호로,domain_claude_086,타겟 간 상관 구조를 라벨 부족 보완에 활용(한 타겟을 다른 타겟의 보조 SSL 신호로).,token_ssl,token_ssl,encoder_ssl_pretraining,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
claude,87,claude_087_30분_bin_멀티채널_48토큰_일_시계열_transformer_입력,domain_claude_087,30분 bin × 멀티채널 = 48토큰/일 시계열 transformer 입력.,token_ssl,token_ssl,encoder_ssl_pretraining,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
claude,88,claude_088_가변길이_episode_토큰열_하루_문장_의미적_enc_dec_친화,domain_claude_088,"가변길이 episode 토큰열 = ""하루 문장""(의미적, enc-dec 친화).",episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,89,claude_089_계층_토큰화_episode_day_subject_history_2단계_최근_며칠을_컨텍,domain_claude_089,"계층 토큰화**: episode→day→subject-history 2단계. 최근 며칠을 컨텍스트, today를 query.",day_slicing|subject_deviation|episode,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,90,claude_090_subject_baseline_요약_토큰을_맨_앞에_prepend_모델이_내부에서_de,domain_claude_090,subject baseline 요약 토큰을 맨 앞에 prepend** → 모델이 내부에서 deviation을 계산(상대 라벨 직결).,subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,91,claude_091_연속_피처를_subject_quantile_binning으로_어휘화_embedding_,domain_claude_091,연속 피처를 subject quantile binning으로 어휘화 → embedding lookup.,subject_deviation|episode,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,92,claude_092_모달별_토큰_스트림_sep_cross_modal_attention_결측은_mask_가_,domain_claude_092,모달별 토큰 스트림 + `[SEP]` + cross-modal attention. 결측은 `[MASK]`가 아니라 전용 `[MISSING]` 토큰.,missingness|cross_modal,missingness,value_mask_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,93,claude_093_masked_episode_modeling_episode_하나_가리고_type_dura,domain_claude_093,Masked Episode Modeling**: episode 하나 가리고 type/duration 복원(BERT 스타일).,episode|missingness|token_ssl,episode,token_episode_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
claude,94,claude_094_cross_modal_reconstruction_gps_통째로_가리고_가속도_폰으로_복,domain_claude_094,Cross-modal reconstruction**: GPS 통째로 가리고 가속도+폰으로 복원 → 모달 간 구조 학습.,cross_modal,cross_modal,cross_modal_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,95,claude_095_next_day_forecasting_오늘_day로_내일_day_또는_내일_수면_예측_,domain_claude_095,Next-day forecasting**: 오늘 day로 내일 day(또는 내일 수면) 예측 → enc-dec pretext.,day_slicing|token_ssl,day_slicing,day_state_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
claude,96,claude_096_temporal_jigsaw_episode_순서를_섞고_원래_순서_시각_복원,domain_claude_096,Temporal jigsaw**: episode 순서를 섞고 원래 순서/시각 복원.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,97,claude_097_day_augmentation_contrastive_time_warp_crop_chan,domain_claude_097,"Day-augmentation contrastive**(time-warp, crop, channel dropout, jitter) → TS2Vec/TS-TCC 스타일 day embedding.",day_slicing|episode|token_ssl|target_view,day_slicing,day_state_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
claude,98,claude_098_subject_adversarial_gradient_reversal_subject_분류,domain_claude_098,"Subject-adversarial(gradient reversal)**: subject 분류기를 역전파 반전 → subject-invariant 임베딩, distribution shift 직격.",subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,99,claude_099_per_subject_autoencoder_anomaly_pretrain_재구성_오차_,domain_claude_099,"per-subject autoencoder anomaly pretrain**: 재구성 오차 = ""오늘이 얼마나 이례적인가"" = deviation 피처를 SSL로 직접 생성.",subject_deviation|token_ssl,subject_deviation,subject_relative_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
claude,100,claude_100_sleep_regularity_index_자기예측_24h_떨어진_두_시점이_같은_sle,domain_claude_100,Sleep Regularity Index 자기예측**: 24h 떨어진 두 시점이 같은 sleep/wake 상태일 확률을 self-target으로 → 규칙성 임베딩.,day_slicing|episode|target_view,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,1,claude_001_수면_기상_앵커_재윈도우_타겟별_causal_cutoff_1_4_oof_lb의_가장_흔,domain_claude_001,"수면/기상 앵커 재윈도우 + 타겟별 causal cutoff (#1–4)** — OOF≠LB의 가장 흔한 원인이 윈도우 누수다. S/Q에 다른 cutoff를 주면 누수 제거 + 정보손실 방지. 과적합 위험 낮음, 거의 무조건 해야 함.",day_slicing|missingness,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,2,claude_002_subject별_ecdf_percentile_정규화_13_라벨이_상대값_이라_perce,domain_claude_002,"subject별 ECDF percentile 정규화 (#13)** — 라벨이 ""상대값""이라 percentile이 라벨 정의 자체. 파라미터 없고 LB 전이 안정. 위험: test subject가 train에 없으면 baseline을 못 만든다 → subject 구성부터 확인.",subject_deviation,subject_deviation,subject_relative_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,3,claude_003_prototype_잔차_deviation_15_17_오늘이_평소와_다른_정도_를_피처가,domain_claude_003,"prototype/잔차 deviation (#15–17)** — ""오늘이 평소와 다른 정도""를 피처가 직접 표현. 위험 중간: prototype을 labeled만으로 만들면 누수 → 반드시 unlabeled 포함, 시간순으로만.",subject_deviation|rolling_memory|motif_retrieval,subject_deviation,subject_relative_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
claude,4,claude_004_episode_토큰화_38_39_transformer_입력과_ssl의_공통_기반_이게_,domain_claude_004,episode 토큰화 (#38–39)** — transformer 입력과 SSL의 공통 기반. 이게 없으면 J가 전부 불가. 위험 낮음(표현일 뿐).,episode|token_ssl,episode,token_episode_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
claude,5,claude_005_masked_episode_ssl_pretrain_93_450_라벨_병목을_unlabe,domain_claude_005,Masked Episode SSL pretrain (#93)** — 450 라벨 병목을 unlabeled로 우회하는 핵심. 위험: pretext가 라벨과 무관하면 헛수고 → frozen embedding vs raw feature를 LOSO로 비교 검증.,episode|missingness|token_ssl,episode,token_episode_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
claude,6,claude_006_subject_adversarial_표현_98_subject_shift를_표현_단계에서,domain_claude_006,subject-adversarial 표현 (#98)** — subject shift를 표현 단계에서 직접 제거. 위험 있음: 라벨이 subject base-rate와 상관되면 신호까지 지운다 → 4번 실험에서 명시 점검.,subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,7,claude_007_결측_typed_episode화_coverage_normalize_51_58_결측은_라,domain_claude_007,"결측 typed episode화 + coverage normalize (#51, #58)** — 결측은 라이프로그에서 비랜덤이라, 안 다루면 ""결측률↔라벨"" spurious 상관이 OOF만 띄우고 LB에서 죽는다. 위험 낮음, 누수 차단 효과 큼.",episode|missingness,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,8,claude_008_per_subject_surprisal_perplexity_18_19_하루의_의외성_을,domain_claude_008,"per-subject surprisal/perplexity (#18–19)** — ""하루의 의외성""을 단일 스칼라로. 독창적이고 상대 라벨과 직결. 위험: subject당 날짜가 적어 prior 추정 분산 큼 → pooled prior로 backoff 필요.",subject_deviation|missingness,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
