row,past_mean_Q1,future_mean_Q1,drift_Q1,drift_up_Q1,drift_down_Q1,drift_changed_Q1,past_mean_Q2,future_mean_Q2,drift_Q2,drift_up_Q2,drift_down_Q2,drift_changed_Q2,past_mean_Q3,future_mean_Q3,drift_Q3,drift_up_Q3,drift_down_Q3,drift_changed_Q3,past_mean_S1,future_mean_S1,drift_S1,drift_up_S1,drift_down_S1,drift_changed_S1,past_mean_S2,future_mean_S2,drift_S2,drift_up_S2,drift_down_S2,drift_changed_S2,past_mean_S3,future_mean_S3,drift_S3,drift_up_S3,drift_down_S3,drift_changed_S3,past_mean_S4,future_mean_S4,drift_S4,drift_up_S4,drift_down_S4,drift_changed_S4,drift_subjective_recovery,recovery_up_subjective,intervention_relief_Q2,intervention_worsening_Q2,quality_rise_Q3,objective_stage_shift,valid_drift_row
134,1.0,0.5,-0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,-1.25,0.0,0.0,1.0,1.0,1.0,True
135,1.0,0.25,-0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,-1.5,0.0,0.0,1.0,1.0,1.0,True
136,1.0,0.25,-0.75,0.0,1.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,-1.25,0.0,0.0,1.0,0.0,1.0,True
137,0.75,0.25,-0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.25,-0.25,0.0,1.0,1.0,-0.75,0.0,0.0,0.0,0.0,1.0,True
138,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.75,0.0,1.0,0.0,0.0,1.0,True
139,0.5,0.25,-0.25,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
140,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,True
141,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,True
142,0.25,0.0,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,True
143,0.25,0.0,-0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,True
144,0.25,0.0,-0.25,0.0,1.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
145,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True
146,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0,True
147,0.0,0.25,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,-0.25,0.0,0.0,0.0,0.0,1.0,True
148,0.0,0.5,0.5,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
149,0.0,0.25,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,1.0,-0.5,0.0,0.0,1.0,0.0,1.0,True
150,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.0,-0.75,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,-0.5,0.0,0.0,1.0,0.0,1.0,True
151,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
152,0.25,0.0,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,1.0,1.0,True
153,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,True
154,0.25,0.5,0.25,1.0,0.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True
155,0.25,0.5,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,True
156,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,True
157,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,True
158,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
159,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.5,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
160,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,True
161,0.5,1.0,0.5,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,True
162,0.25,1.0,0.75,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,1.0,0.0,1.0,0.0,1.0,True
163,0.25,1.0,0.75,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,True
164,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.25,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,1.0,0.0,1.0,0.0,1.0,True
165,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
166,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,1.0,0.0,1.0,True
167,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,1.0,0.0,1.0,True
168,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,1.0,0.0,1.0,True
169,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,-0.75,0.0,0.0,1.0,0.0,1.0,True
170,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,-0.25,0.0,0.0,0.0,0.0,1.0,True
171,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,True
172,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,True
173,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,True
174,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,1.0,True
175,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.6666666666666666,-0.33333333333333337,0.0,1.0,1.0,0.75,0.6666666666666666,-0.08333333333333337,0.0,1.0,1.0,0.75,0.6666666666666666,-0.08333333333333337,0.0,1.0,1.0,0.5,0.6666666666666666,0.16666666666666663,1.0,0.0,1.0,0.5,0.3333333333333333,-0.16666666666666669,0.0,1.0,1.0,0.5,0.3333333333333333,-0.16666666666666669,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,True
176,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,True
177,0.75,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
178,0.75,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
179,,0.5,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.25,,0.0,0.0,0.0,,0.25,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
180,,0.5,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.25,,0.0,0.0,0.0,,0.25,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
181,0.0,0.25,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
182,0.3333333333333333,0.5,0.16666666666666669,1.0,0.0,1.0,0.6666666666666666,0.75,0.08333333333333337,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.0,0.0,1.0,-0.4166666666666667,0.0,0.0,1.0,0.0,1.0,True
183,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
184,0.5,0.25,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,1.0,0.75,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,1.0,True
185,0.5,0.25,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,-0.5,0.0,0.0,1.0,0.0,1.0,True
186,0.25,0.25,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
187,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
188,0.25,0.75,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,True
189,0.25,1.0,0.75,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,True
190,0.25,0.75,0.5,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,1.0,1.0,True
191,0.25,0.75,0.5,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.5,1.0,1.0,0.0,1.0,1.0,True
192,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.25,1.0,1.0,0.0,1.0,1.0,True
193,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,True
194,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,True
195,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
196,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,-0.25,0.0,0.0,0.0,0.0,1.0,True
197,0.75,1.0,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,-0.5,0.0,0.0,0.0,0.0,1.0,True
198,0.75,1.0,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,0.25,-0.5,0.0,1.0,1.0,-0.5,0.0,0.0,0.0,0.0,1.0,True
199,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,-0.25,0.0,1.0,0.0,0.0,1.0,True
200,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
201,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True
