fold,family,k,context_variant,length,len_bucket,true_proto,pred_proto,proto_correct,sample_logloss,rate_sqerr
geom_r02,label_rate_only,8,strict_prior,4,mid_3_4,2,2,1.0,0.11443854868412018,0.014007342979311943
geom_r02,label_rate_only,8,strict_prior,6,long_5p,7,2,0.0,2.7665560245513916,0.15951116383075714
geom_r02,label_rate_only,8,strict_prior,5,long_5p,7,2,0.0,1.9275785684585571,0.18354395031929016
geom_r02,label_rate_only,8,strict_prior,1,short_1_2,7,2,0.0,0.8267667889595032,0.12236233055591583
geom_r02,label_rate_only,8,strict_prior,15,long_5p,3,0,0.0,3.2763538360595703,0.11630382388830185
geom_r02,label_rate_only,8,strict_prior,4,mid_3_4,5,4,0.0,1.2844715118408203,0.09492398798465729
geom_r02,label_rate_only,8,strict_prior,2,short_1_2,3,5,0.0,2.798739194869995,0.2158641368150711
geom_r02,label_rate_only,8,strict_prior,1,short_1_2,3,5,0.0,2.5744574069976807,0.3313799202442169
geom_r02,label_rate_only,8,strict_prior,6,long_5p,4,4,1.0,0.4860059320926666,0.05128176137804985
geom_r02,label_rate_only,8,strict_prior,14,long_5p,2,0,0.0,10.69154167175293,0.16125956177711487
geom_r02,label_rate_only,8,strict_prior,11,long_5p,4,3,0.0,6.915893077850342,0.05717333033680916
geom_r02,label_rate_only,10,strict_surround,13,long_5p,2,4,0.0,3.5005080699920654,0.11325811594724655
geom_r02,label_rate_only,10,strict_surround,16,long_5p,3,2,0.0,6.140552043914795,0.10432112216949463
geom_r02,label_rate_only,10,strict_surround,10,long_5p,0,0,1.0,0.1362335979938507,0.04067281633615494
geom_r02,label_rate_only,10,strict_surround,1,short_1_2,2,9,0.0,5.646315574645996,0.3678054213523865
geom_r02,label_rate_only,10,strict_surround,6,long_5p,0,9,0.0,8.791106224060059,0.18549415469169617
geom_r02,label_rate_only,10,strict_surround,1,short_1_2,6,9,0.0,8.743212699890137,0.6200961470603943
geom_r02,label_rate_only,10,strict_surround,5,long_5p,3,0,0.0,5.274433612823486,0.09645826369524002
geom_r02,label_rate_only,10,strict_surround,3,mid_3_4,0,3,0.0,3.803586483001709,0.13165943324565887
geom_r02,label_rate_only,10,strict_surround,7,long_5p,0,0,1.0,0.05031701922416687,0.0745660737156868
geom_r02,label_rate_only,10,strict_surround,5,long_5p,7,7,1.0,0.9052481055259705,0.15324333310127258
geom_r02,label_rate_only,10,strict_surround,4,mid_3_4,1,1,1.0,0.13445299863815308,0.012390599586069584
geom_r02,label_rate_only,10,strict_surround,6,long_5p,3,8,0.0,3.2437047958374023,0.035968273878097534
geom_r02,label_rate_only,10,strict_surround,5,long_5p,3,1,0.0,2.3443517684936523,0.08460993319749832
geom_r02,label_rate_only,10,strict_surround,1,short_1_2,8,8,1.0,0.10848213732242584,0.0050985855050385
geom_r02,label_rate_only,10,strict_surround,15,long_5p,3,2,0.0,9.238509178161621,0.11222117394208908
geom_r02,label_rate_only,10,strict_surround,4,mid_3_4,4,4,1.0,0.15389730036258698,0.06617323309183121
geom_r02,label_rate_only,10,strict_surround,2,short_1_2,9,5,0.0,13.815510749816895,0.26918473839759827
geom_r02,label_rate_only,10,strict_surround,1,short_1_2,9,6,0.0,13.815510749816895,0.4976460337638855
geom_r02,label_rate_only,10,strict_surround,6,long_5p,5,0,0.0,6.915645122528076,0.15610763430595398
geom_r02,label_rate_only,10,strict_surround,14,long_5p,2,7,0.0,2.687333583831787,0.15835286676883698
geom_r02,label_rate_only,10,strict_surround,11,long_5p,2,7,0.0,6.463408946990967,0.06946263462305069
geom_r02,label_rate_only,10,strict_labelonly,13,long_5p,2,4,0.0,0.9755111932754517,0.042752284556627274
geom_r02,label_rate_only,10,strict_labelonly,16,long_5p,3,5,0.0,3.1753640174865723,0.14244921505451202
geom_r02,label_rate_only,10,strict_labelonly,10,long_5p,0,0,1.0,0.282039076089859,0.0458056814968586
geom_r02,label_rate_only,10,strict_labelonly,1,short_1_2,2,9,0.0,2.239420175552368,0.3317767083644867
geom_r02,label_rate_only,10,strict_labelonly,6,long_5p,0,2,0.0,5.610656261444092,0.09427226334810257
geom_r02,label_rate_only,10,strict_labelonly,1,short_1_2,6,3,0.0,3.8425638675689697,0.4279881417751312
geom_r02,label_rate_only,10,strict_labelonly,5,long_5p,3,2,0.0,1.4530718326568604,0.08010883629322052
geom_r02,label_rate_only,10,strict_labelonly,3,mid_3_4,0,3,0.0,1.3625379800796509,0.10304664075374603
geom_r02,label_rate_only,10,strict_labelonly,7,long_5p,0,6,0.0,0.9216226935386658,0.06874506175518036
geom_r02,label_rate_only,10,strict_labelonly,5,long_5p,7,2,0.0,3.907203197479248,0.10773396492004395
geom_r02,label_rate_only,10,strict_labelonly,4,mid_3_4,1,2,0.0,0.7739651203155518,0.04083072394132614
geom_r02,label_rate_only,10,strict_labelonly,6,long_5p,3,1,0.0,2.927576780319214,0.14758716523647308
geom_r02,label_rate_only,10,strict_labelonly,5,long_5p,3,1,0.0,3.314627170562744,0.19710879027843475
geom_r02,label_rate_only,10,strict_labelonly,1,short_1_2,8,8,1.0,0.7014426589012146,0.052616652101278305
geom_r02,label_rate_only,10,strict_labelonly,15,long_5p,3,2,0.0,7.2514214515686035,0.08687739819288254
geom_r02,label_rate_only,10,strict_labelonly,4,mid_3_4,4,4,1.0,0.9660938382148743,0.057681821286678314
geom_r02,label_rate_only,10,strict_labelonly,2,short_1_2,9,5,0.0,4.776369571685791,0.25788378715515137
geom_r02,label_rate_only,10,strict_labelonly,1,short_1_2,9,6,0.0,5.905372619628906,0.37351149320602417
geom_r02,label_rate_only,10,strict_labelonly,6,long_5p,5,0,0.0,2.7805023193359375,0.1173931360244751
geom_r02,label_rate_only,10,strict_labelonly,14,long_5p,2,2,1.0,0.22491969168186188,0.0818093791604042
geom_r02,label_rate_only,10,strict_labelonly,11,long_5p,2,6,0.0,6.415217876434326,0.08775019645690918
geom_r02,label_rate_only,10,strict_prior,13,long_5p,2,4,0.0,5.299107551574707,0.11921913921833038
geom_r02,label_rate_only,10,strict_prior,16,long_5p,3,2,0.0,4.9503655433654785,0.10973090678453445
geom_r02,label_rate_only,10,strict_prior,10,long_5p,0,0,1.0,1.5497220147153712e-06,0.036044660955667496
geom_r02,label_rate_only,10,strict_prior,1,short_1_2,2,9,0.0,2.2120132446289062,0.2916145622730255
geom_r02,label_rate_only,10,strict_prior,6,long_5p,0,2,0.0,2.607147455215454,0.07786161452531815
geom_r02,label_rate_only,10,strict_prior,1,short_1_2,6,0,0.0,3.1704089641571045,0.35415154695510864
geom_r02,label_rate_only,10,strict_prior,5,long_5p,3,3,1.0,1.193996548652649,0.07305683940649033
geom_r02,label_rate_only,10,strict_prior,3,mid_3_4,0,3,0.0,1.579479455947876,0.09412629157304764
geom_r02,label_rate_only,10,strict_prior,7,long_5p,0,6,0.0,2.192084789276123,0.08189281076192856
geom_r02,label_rate_only,10,strict_prior,5,long_5p,7,6,0.0,2.814216375350952,0.09830109030008316
geom_r02,label_rate_only,10,strict_prior,4,mid_3_4,1,1,1.0,0.3686743974685669,0.017575908452272415
geom_r02,label_rate_only,10,strict_prior,6,long_5p,3,1,0.0,4.042622089385986,0.14464178681373596
geom_r02,label_rate_only,10,strict_prior,5,long_5p,3,1,0.0,3.0977261066436768,0.1641240268945694
geom_r02,label_rate_only,10,strict_prior,1,short_1_2,8,8,1.0,0.81904536485672,0.06667814403772354
geom_r02,label_rate_only,10,strict_prior,15,long_5p,3,2,0.0,6.276393890380859,0.09414481371641159
geom_r02,label_rate_only,10,strict_prior,4,mid_3_4,4,5,0.0,1.7681819200515747,0.07498414069414139
geom_r02,label_rate_only,10,strict_prior,2,short_1_2,9,4,0.0,4.351576328277588,0.20451770722866058
geom_r02,label_rate_only,10,strict_prior,1,short_1_2,9,7,0.0,3.9425923824310303,0.30074334144592285
geom_r02,label_rate_only,10,strict_prior,6,long_5p,5,5,1.0,0.9233641624450684,0.04166117310523987
geom_r02,label_rate_only,10,strict_prior,14,long_5p,2,0,0.0,4.617962837219238,0.170085147023201
geom_r02,label_rate_only,10,strict_prior,11,long_5p,2,6,0.0,13.815510749816895,0.08901672810316086
geom_r02,label_state,4,strict_surround,13,long_5p,1,1,1.0,0.00014884387201163918,0.07453279942274094
geom_r02,label_state,4,strict_surround,16,long_5p,2,1,0.0,6.904341220855713,0.16271276772022247
geom_r02,label_state,4,strict_surround,10,long_5p,0,1,0.0,13.815510749816895,0.1390768587589264
geom_r02,label_state,4,strict_surround,1,short_1_2,0,0,1.0,0.0027341635432094336,0.2824302613735199
geom_r02,label_state,4,strict_surround,6,long_5p,1,3,0.0,1.3310589790344238,0.08936242014169693
geom_r02,label_state,4,strict_surround,1,short_1_2,1,0,0.0,4.471436023712158,0.38583388924598694
geom_r02,label_state,4,strict_surround,5,long_5p,0,0,1.0,0.03359431400895119,0.0816190242767334
geom_r02,label_state,4,strict_surround,3,mid_3_4,1,2,0.0,1.2755939960479736,0.08583178371191025
geom_r02,label_state,4,strict_surround,7,long_5p,0,1,0.0,2.779003381729126,0.0855334922671318
geom_r02,label_state,4,strict_surround,5,long_5p,1,1,1.0,0.0001021675780066289,0.07020814716815948
geom_r02,label_state,4,strict_surround,4,mid_3_4,3,3,1.0,5.960464477539063e-08,0.033547542989254
geom_r02,label_state,4,strict_surround,6,long_5p,2,3,0.0,2.2122700214385986,0.13991303741931915
geom_r02,label_state,4,strict_surround,5,long_5p,2,2,1.0,0.4556623101234436,0.036357782781124115
geom_r02,label_state,4,strict_surround,1,short_1_2,2,2,1.0,0.0013284562155604362,0.04107943922281265
geom_r02,label_state,4,strict_surround,15,long_5p,0,1,0.0,13.39876937866211,0.1664612591266632
geom_r02,label_state,4,strict_surround,4,mid_3_4,2,2,1.0,0.19622661173343658,0.08460014313459396
geom_r02,label_state,4,strict_surround,2,short_1_2,0,3,0.0,10.710620880126953,0.23174333572387695
geom_r02,label_state,4,strict_surround,1,short_1_2,3,1,0.0,4.977182865142822,0.29481834173202515
geom_r02,label_state,4,strict_surround,6,long_5p,1,0,0.0,13.103093147277832,0.22030507028102875
geom_r02,label_state,4,strict_surround,14,long_5p,1,0,0.0,1.308541178703308,0.10126423090696335
geom_r02,label_state,4,strict_surround,11,long_5p,1,1,1.0,0.030964715406298637,0.02979259379208088
geom_r02,label_state,4,strict_labelonly,13,long_5p,1,1,1.0,0.007586334366351366,0.0737130418419838
geom_r02,label_state,4,strict_labelonly,16,long_5p,2,3,0.0,6.662722587585449,0.11795413494110107
geom_r02,label_state,4,strict_labelonly,10,long_5p,0,1,0.0,13.815510749816895,0.13908101618289948
geom_r02,label_state,4,strict_labelonly,1,short_1_2,0,0,1.0,0.5838460922241211,0.31415095925331116
geom_r02,label_state,4,strict_labelonly,6,long_5p,1,1,1.0,0.6246629357337952,0.06871014833450317
geom_r02,label_state,4,strict_labelonly,1,short_1_2,1,0,0.0,3.312734603881836,0.3773740828037262
geom_r02,label_state,4,strict_labelonly,5,long_5p,0,1,0.0,2.72815203666687,0.10886693000793457
geom_r02,label_state,4,strict_labelonly,3,mid_3_4,1,2,0.0,3.394214153289795,0.08903825283050537
geom_r02,label_state,4,strict_labelonly,7,long_5p,0,1,0.0,5.685559272766113,0.09247859567403793
geom_r02,label_state,4,strict_labelonly,5,long_5p,1,1,1.0,0.008414704352617264,0.070897676050663
geom_r02,label_state,4,strict_labelonly,4,mid_3_4,3,3,1.0,0.04551726579666138,0.033077728003263474
geom_r02,label_state,4,strict_labelonly,6,long_5p,2,3,0.0,1.3026466369628906,0.09524013847112656
geom_r02,label_state,4,strict_labelonly,5,long_5p,2,3,0.0,1.791110634803772,0.1414548009634018
geom_r02,label_state,4,strict_labelonly,1,short_1_2,2,2,1.0,0.5242267847061157,0.08622477948665619
geom_r02,label_state,4,strict_labelonly,15,long_5p,0,1,0.0,13.815510749816895,0.16415190696716309
geom_r02,label_state,4,strict_labelonly,4,mid_3_4,2,1,0.0,1.5008612871170044,0.11448317766189575
geom_r02,label_state,4,strict_labelonly,2,short_1_2,0,3,0.0,5.151612758636475,0.21643266081809998
geom_r02,label_state,4,strict_labelonly,1,short_1_2,3,3,1.0,0.7400385141372681,0.23749981820583344
geom_r02,label_state,4,strict_labelonly,6,long_5p,1,0,0.0,1.8700134754180908,0.17360654473304749
geom_r02,label_state,4,strict_labelonly,14,long_5p,1,1,1.0,0.00311824562959373,0.1173769012093544
geom_r02,label_state,4,strict_labelonly,11,long_5p,1,1,1.0,0.007465563714504242,0.03273697942495346
geom_r02,label_state,4,strict_prior,13,long_5p,1,1,1.0,0.00011522241402417421,0.07453776895999908
geom_r02,label_state,4,strict_prior,16,long_5p,2,1,0.0,8.30178451538086,0.1629800647497177
geom_r02,label_state,4,strict_prior,10,long_5p,0,1,0.0,13.815510749816895,0.1390768587589264
geom_r02,label_state,4,strict_prior,1,short_1_2,0,0,1.0,0.7968876361846924,0.30242425203323364
geom_r02,label_state,4,strict_prior,6,long_5p,1,1,1.0,0.0639442428946495,0.0764184445142746
geom_r02,label_state,4,strict_prior,1,short_1_2,1,0,0.0,3.329374313354492,0.3803931772708893
geom_r02,label_state,4,strict_prior,5,long_5p,0,1,0.0,1.9018231630325317,0.12787221372127533
geom_r02,label_state,4,strict_prior,3,mid_3_4,1,0,0.0,1.6842807531356812,0.06945975124835968
geom_r02,label_state,4,strict_prior,7,long_5p,0,1,0.0,6.60262393951416,0.09273038059473038
geom_r02,label_state,4,strict_prior,5,long_5p,1,1,1.0,0.009925585240125656,0.07102282345294952
geom_r02,label_state,4,strict_prior,4,mid_3_4,3,3,1.0,0.18199382722377777,0.03595117852091789
geom_r02,label_state,4,strict_prior,6,long_5p,2,3,0.0,1.7622230052947998,0.11288393288850784
geom_r02,label_state,4,strict_prior,5,long_5p,2,3,0.0,1.3817731142044067,0.12229979783296585
geom_r02,label_state,4,strict_prior,1,short_1_2,2,3,0.0,1.0475795269012451,0.13569018244743347
geom_r02,label_state,4,strict_prior,15,long_5p,0,1,0.0,8.171163558959961,0.16474339365959167
geom_r02,label_state,4,strict_prior,4,mid_3_4,2,1,0.0,3.4029109477996826,0.1428167074918747
geom_r02,label_state,4,strict_prior,2,short_1_2,0,2,0.0,1.882407546043396,0.19314077496528625
geom_r02,label_state,4,strict_prior,1,short_1_2,3,2,0.0,1.8476008176803589,0.2569136917591095
geom_r02,label_state,4,strict_prior,6,long_5p,1,1,1.0,0.043003130704164505,0.06036869063973427
geom_r02,label_state,4,strict_prior,14,long_5p,1,1,1.0,0.4201430082321167,0.09396880120038986
geom_r02,label_state,4,strict_prior,11,long_5p,1,0,0.0,2.4510767459869385,0.039604198187589645
geom_r02,label_state,6,strict_surround,13,long_5p,3,4,0.0,5.583585262298584,0.042625267058610916
geom_r02,label_state,6,strict_surround,16,long_5p,4,1,0.0,2.4088895320892334,0.09910500794649124
geom_r02,label_state,6,strict_surround,10,long_5p,3,3,1.0,0.0005618123686872423,0.12187279015779495
geom_r02,label_state,6,strict_surround,1,short_1_2,5,2,0.0,8.315362930297852,0.3894011080265045
geom_r02,label_state,6,strict_surround,6,long_5p,3,3,1.0,0.09792745858430862,0.06269585341215134
geom_r02,label_state,6,strict_surround,1,short_1_2,5,2,0.0,6.877346038818359,0.40626463294029236
geom_r02,label_state,6,strict_surround,5,long_5p,3,0,0.0,3.0680010318756104,0.15548133850097656
geom_r02,label_state,6,strict_surround,3,mid_3_4,3,2,0.0,3.2674038410186768,0.08005033433437347
geom_r02,label_state,6,strict_surround,7,long_5p,4,0,0.0,4.832874774932861,0.05423185974359512
geom_r02,label_state,6,strict_surround,5,long_5p,5,4,0.0,13.509801864624023,0.1274256408214569
geom_r02,label_state,6,strict_surround,4,mid_3_4,1,1,1.0,0.19240890443325043,0.03800618648529053
geom_r02,label_state,6,strict_surround,6,long_5p,2,1,0.0,3.7727718353271484,0.1173551008105278
geom_r02,label_state,6,strict_surround,5,long_5p,2,2,1.0,0.32009097933769226,0.03872695565223694
geom_r02,label_state,6,strict_surround,1,short_1_2,2,2,1.0,0.07011549174785614,0.07758317142724991
geom_r02,label_state,6,strict_surround,15,long_5p,4,3,0.0,9.61273193359375,0.08444957435131073
geom_r02,label_state,6,strict_surround,4,mid_3_4,2,2,1.0,0.06922464817762375,0.09807138890028
geom_r02,label_state,6,strict_surround,2,short_1_2,2,1,0.0,8.26398754119873,0.23111286759376526
geom_r02,label_state,6,strict_surround,1,short_1_2,1,0,0.0,7.687702655792236,0.3579805791378021
geom_r02,label_state,6,strict_surround,6,long_5p,3,2,0.0,2.5257043838500977,0.1521773785352707
geom_r02,label_state,6,strict_surround,14,long_5p,4,4,1.0,0.03468861058354378,0.06768693774938583
geom_r02,label_state,6,strict_surround,11,long_5p,3,4,0.0,13.815510749816895,0.008595596067607403
geom_r02,label_state,6,strict_labelonly,13,long_5p,3,4,0.0,1.5932079553604126,0.04071047157049179
geom_r02,label_state,6,strict_labelonly,16,long_5p,4,3,0.0,4.0329718589782715,0.07880191504955292
geom_r02,label_state,6,strict_labelonly,10,long_5p,3,3,1.0,0.04035541042685509,0.1195019856095314
geom_r02,label_state,6,strict_labelonly,1,short_1_2,5,2,0.0,2.9325947761535645,0.3904097080230713
geom_r02,label_state,6,strict_labelonly,6,long_5p,3,3,1.0,0.35294097661972046,0.06383074820041656
geom_r02,label_state,6,strict_labelonly,1,short_1_2,5,2,0.0,3.603721857070923,0.36441612243652344
geom_r02,label_state,6,strict_labelonly,5,long_5p,3,3,1.0,0.32007455825805664,0.11774636805057526
geom_r02,label_state,6,strict_labelonly,3,mid_3_4,3,2,0.0,1.0554900169372559,0.05462810397148132
geom_r02,label_state,6,strict_labelonly,7,long_5p,4,0,0.0,1.8285294771194458,0.05326789617538452
geom_r02,label_state,6,strict_labelonly,5,long_5p,5,4,0.0,12.180106163024902,0.12400614470243454
geom_r02,label_state,6,strict_labelonly,4,mid_3_4,1,1,1.0,0.04679269716143608,0.020980244502425194
geom_r02,label_state,6,strict_labelonly,6,long_5p,2,1,0.0,3.22587251663208,0.11293552070856094
geom_r02,label_state,6,strict_labelonly,5,long_5p,2,1,0.0,3.002938985824585,0.15930292010307312
geom_r02,label_state,6,strict_labelonly,1,short_1_2,2,1,0.0,0.7607935070991516,0.10587439686059952
geom_r02,label_state,6,strict_labelonly,15,long_5p,4,4,1.0,0.11051969230175018,0.09987542778253555
geom_r02,label_state,6,strict_labelonly,4,mid_3_4,2,4,0.0,2.679529905319214,0.11120668798685074
geom_r02,label_state,6,strict_labelonly,2,short_1_2,2,4,0.0,3.651517391204834,0.2129003256559372
geom_r02,label_state,6,strict_labelonly,1,short_1_2,1,5,0.0,1.9317251443862915,0.2991695702075958
geom_r02,label_state,6,strict_labelonly,6,long_5p,3,2,0.0,5.879608154296875,0.13705775141716003
geom_r02,label_state,6,strict_labelonly,14,long_5p,4,3,0.0,3.588582992553711,0.0648789331316948
geom_r02,label_state,6,strict_labelonly,11,long_5p,3,4,0.0,3.732752561569214,0.010869781486690044
geom_r02,label_state,6,strict_prior,13,long_5p,3,3,1.0,0.48661383986473083,0.03763458505272865
geom_r02,label_state,6,strict_prior,16,long_5p,4,3,0.0,6.8096184730529785,0.07852472364902496
geom_r02,label_state,6,strict_prior,10,long_5p,3,0,0.0,3.9837329387664795,0.09510258585214615
geom_r02,label_state,6,strict_prior,1,short_1_2,5,2,0.0,1.544609785079956,0.3296542167663574
geom_r02,label_state,6,strict_prior,6,long_5p,3,3,1.0,0.6128089427947998,0.05793077498674393
geom_r02,label_state,6,strict_prior,1,short_1_2,5,2,0.0,2.4102885723114014,0.3471023142337799
geom_r02,label_state,6,strict_prior,5,long_5p,3,3,1.0,0.22480826079845428,0.11812140792608261
geom_r02,label_state,6,strict_prior,3,mid_3_4,3,3,1.0,0.8313920497894287,0.08057475090026855
geom_r02,label_state,6,strict_prior,7,long_5p,4,4,1.0,0.46681296825408936,0.08525792509317398
geom_r02,label_state,6,strict_prior,5,long_5p,5,3,0.0,4.820855140686035,0.12614598870277405
geom_r02,label_state,6,strict_prior,4,mid_3_4,1,1,1.0,0.10163544118404388,0.024177154526114464
geom_r02,label_state,6,strict_prior,6,long_5p,2,1,0.0,2.678776264190674,0.10682253539562225
geom_r02,label_state,6,strict_prior,5,long_5p,2,1,0.0,2.095053195953369,0.13914282619953156
geom_r02,label_state,6,strict_prior,1,short_1_2,2,1,0.0,0.8873618841171265,0.116645947098732
geom_r02,label_state,6,strict_prior,15,long_5p,4,3,0.0,13.815510749816895,0.08433365076780319
geom_r02,label_state,6,strict_prior,4,mid_3_4,2,4,0.0,2.81215500831604,0.11201382428407669
geom_r02,label_state,6,strict_prior,2,short_1_2,2,2,1.0,0.6603960394859314,0.19166791439056396
geom_r02,label_state,6,strict_prior,1,short_1_2,1,2,0.0,3.328782558441162,0.2924225628376007
geom_r02,label_state,6,strict_prior,6,long_5p,3,3,1.0,0.36468958854675293,0.07091425359249115
geom_r02,label_state,6,strict_prior,14,long_5p,4,4,1.0,0.11061722785234451,0.0771137997508049
geom_r02,label_state,6,strict_prior,11,long_5p,3,4,0.0,13.815510749816895,0.010444141924381256
geom_r02,label_state,8,strict_surround,13,long_5p,5,0,0.0,9.484000205993652,0.040182072669267654
geom_r02,label_state,8,strict_surround,16,long_5p,2,0,0.0,4.320250988006592,0.08753408491611481
geom_r02,label_state,8,strict_surround,10,long_5p,5,5,1.0,0.0010794264962896705,0.13885892927646637
geom_r02,label_state,8,strict_surround,1,short_1_2,6,1,0.0,10.1697998046875,0.38703274726867676
geom_r02,label_state,8,strict_surround,6,long_5p,7,1,0.0,4.791286468505859,0.11237967014312744
geom_r02,label_state,8,strict_surround,1,short_1_2,6,4,0.0,6.039469242095947,0.42598506808280945
geom_r02,label_state,8,strict_surround,5,long_5p,7,1,0.0,5.351386070251465,0.07218397408723831
geom_r02,label_state,8,strict_surround,3,mid_3_4,7,1,0.0,3.518313407897949,0.09661344438791275
geom_r02,label_state,8,strict_surround,7,long_5p,2,2,1.0,0.0023090059403330088,0.07197558879852295
geom_r02,label_state,8,strict_surround,5,long_5p,6,2,0.0,13.333688735961914,0.09720958769321442
geom_r02,label_state,8,strict_surround,4,mid_3_4,3,3,1.0,0.33563491702079773,0.05925769731402397
geom_r02,label_state,8,strict_surround,6,long_5p,4,4,1.0,0.06142213195562363,0.05500306561589241
geom_r02,label_state,8,strict_surround,5,long_5p,4,3,0.0,1.135960578918457,0.07647163420915604
geom_r02,label_state,8,strict_surround,1,short_1_2,4,4,1.0,0.0020497574005275965,0.04370478540658951
geom_r02,label_state,8,strict_surround,15,long_5p,1,5,0.0,7.928013801574707,0.13862399756908417
geom_r02,label_state,8,strict_surround,4,mid_3_4,4,4,1.0,0.08749784529209137,0.08374585956335068
geom_r02,label_state,8,strict_surround,2,short_1_2,1,6,0.0,12.176403999328613,0.3031199276447296
geom_r02,label_state,8,strict_surround,1,short_1_2,3,6,0.0,13.720102310180664,0.35363316535949707
geom_r02,label_state,8,strict_surround,6,long_5p,5,1,0.0,6.747006416320801,0.23533615469932556
geom_r02,label_state,8,strict_surround,14,long_5p,2,7,0.0,4.020026683807373,0.09751365333795547
geom_r02,label_state,8,strict_surround,11,long_5p,5,7,0.0,13.815510749816895,0.014065289869904518
geom_r02,label_state,8,strict_labelonly,13,long_5p,5,7,0.0,1.2975184917449951,0.05305119603872299
geom_r02,label_state,8,strict_labelonly,16,long_5p,2,2,1.0,0.007428272627294064,0.123338982462883
geom_r02,label_state,8,strict_labelonly,10,long_5p,5,2,0.0,3.8781070709228516,0.10571254789829254
geom_r02,label_state,8,strict_labelonly,1,short_1_2,6,1,0.0,3.320758819580078,0.35178157687187195
geom_r02,label_state,8,strict_labelonly,6,long_5p,7,1,0.0,1.4609113931655884,0.0483403205871582
geom_r02,label_state,8,strict_labelonly,1,short_1_2,6,1,0.0,2.7136428356170654,0.4121619760990143
geom_r02,label_state,8,strict_labelonly,5,long_5p,7,1,0.0,3.7874085903167725,0.06730178743600845
geom_r02,label_state,8,strict_labelonly,3,mid_3_4,7,1,0.0,4.45138692855835,0.11514085531234741
geom_r02,label_state,8,strict_labelonly,7,long_5p,2,2,1.0,0.05495760589838028,0.07236398011445999
geom_r02,label_state,8,strict_labelonly,5,long_5p,6,2,0.0,8.575285911560059,0.09719935804605484
geom_r02,label_state,8,strict_labelonly,4,mid_3_4,3,3,1.0,0.1622617244720459,0.019863596186041832
geom_r02,label_state,8,strict_labelonly,6,long_5p,4,3,0.0,1.7753715515136719,0.0660054162144661
geom_r02,label_state,8,strict_labelonly,5,long_5p,4,3,0.0,2.394310235977173,0.10374575108289719
geom_r02,label_state,8,strict_labelonly,1,short_1_2,4,4,1.0,0.588272213935852,0.09989695996046066
geom_r02,label_state,8,strict_labelonly,15,long_5p,1,7,0.0,11.017110824584961,0.11891846358776093
geom_r02,label_state,8,strict_labelonly,4,mid_3_4,4,0,0.0,1.8973684310913086,0.09880490601062775
geom_r02,label_state,8,strict_labelonly,2,short_1_2,1,4,0.0,6.389087677001953,0.22714628279209137
geom_r02,label_state,8,strict_labelonly,1,short_1_2,3,6,0.0,6.008836269378662,0.31850412487983704
geom_r02,label_state,8,strict_labelonly,6,long_5p,5,1,0.0,7.725584983825684,0.18240928649902344
geom_r02,label_state,8,strict_labelonly,14,long_5p,2,7,0.0,5.057956695556641,0.0900309756398201
geom_r02,label_state,8,strict_labelonly,11,long_5p,5,2,0.0,3.92923641204834,0.011652162298560143
geom_r02,label_state,8,strict_prior,13,long_5p,5,2,0.0,8.20305061340332,0.05400366336107254
geom_r02,label_state,8,strict_prior,16,long_5p,2,2,1.0,0.05644484981894493,0.1224706843495369
geom_r02,label_state,8,strict_prior,10,long_5p,5,2,0.0,13.815510749816895,0.10512007027864456
geom_r02,label_state,8,strict_prior,1,short_1_2,6,1,0.0,1.3452966213226318,0.2983908951282501
geom_r02,label_state,8,strict_prior,6,long_5p,7,2,0.0,2.401395320892334,0.044619303196668625
geom_r02,label_state,8,strict_prior,1,short_1_2,6,1,0.0,1.655961513519287,0.34973636269569397
geom_r02,label_state,8,strict_prior,5,long_5p,7,1,0.0,3.088046073913574,0.05028915032744408
geom_r02,label_state,8,strict_prior,3,mid_3_4,7,1,0.0,3.8521552085876465,0.09884311258792877
geom_r02,label_state,8,strict_prior,7,long_5p,2,2,1.0,0.3960760533809662,0.07348722964525223
geom_r02,label_state,8,strict_prior,5,long_5p,6,7,0.0,4.5159101486206055,0.11551273614168167
geom_r02,label_state,8,strict_prior,4,mid_3_4,3,3,1.0,0.17031513154506683,0.019357142969965935
geom_r02,label_state,8,strict_prior,6,long_5p,4,3,0.0,2.567018985748291,0.12309490144252777
geom_r02,label_state,8,strict_prior,5,long_5p,4,3,0.0,1.8563297986984253,0.1390252411365509
geom_r02,label_state,8,strict_prior,1,short_1_2,4,4,1.0,0.7598236203193665,0.11003180593252182
geom_r02,label_state,8,strict_prior,15,long_5p,1,5,0.0,3.6234607696533203,0.13274140655994415
geom_r02,label_state,8,strict_prior,4,mid_3_4,4,0,0.0,3.2341461181640625,0.10820498317480087
geom_r02,label_state,8,strict_prior,2,short_1_2,1,4,0.0,1.4096964597702026,0.1969592422246933
geom_r02,label_state,8,strict_prior,1,short_1_2,3,6,0.0,4.669374465942383,0.2714923322200775
geom_r02,label_state,8,strict_prior,6,long_5p,5,0,0.0,2.2067012786865234,0.058635931462049484
geom_r02,label_state,8,strict_prior,14,long_5p,2,2,1.0,2.229238634754438e-05,0.09793883562088013
geom_r02,label_state,8,strict_prior,11,long_5p,5,0,0.0,13.815510749816895,0.01635439321398735
geom_r02,label_state,10,strict_surround,13,long_5p,8,4,0.0,3.596855401992798,0.05855822563171387
geom_r02,label_state,10,strict_surround,16,long_5p,9,8,0.0,13.815510749816895,0.0598142072558403
