family,fold,target,feature
hole_v1,hole_v1_seed2,Q1,wlight_n__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed2,Q1,wlight_n__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed2,Q2,anchor_logit
hole_v1,hole_v1_seed2,Q2,anchor_p
hole_v1,hole_v1_seed2,Q2,near_Q1_mean
hole_v1,hole_v1_seed2,Q2,past_Q1_mean
hole_v1,hole_v1_seed2,Q2,near_Q2_mean
hole_v1,hole_v1_seed2,Q2,past_Q2_mean
hole_v1,hole_v1_seed2,Q2,future_Q2_mean
hole_v1,hole_v1_seed2,Q2,near_Q3_mean
hole_v1,hole_v1_seed2,Q2,past_Q3_mean
hole_v1,hole_v1_seed2,Q2,ble_deviceclass_1044_count__subj_delta
hole_v1,hole_v1_seed2,Q2,day_h6_distance__subj_delta
hole_v1,hole_v1_seed2,Q2,day_h6_speed__subj_delta
hole_v1,hole_v1_seed2,Q2,day_h6_steps__subj_delta
hole_v1,hole_v1_seed2,Q2,distance_sum__weekday_vs_subject_mean
hole_v1,hole_v1_seed2,Q2,distance_sum__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed2,Q2,distance_sum__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed2,Q2,h06_distance_sum_h__subj_delta
hole_v1,hole_v1_seed2,Q2,h06_steps_sum_h__subj_delta
hole_v1,hole_v1_seed2,Q2,mlight_mean__weekday_vs_subject_mean
hole_v1,hole_v1_seed2,Q2,mlight_mean__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed2,Q2,mlight_mean__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed2,Q2,mlight_mean_morning__prev_delta
hole_v1,hole_v1_seed2,Q2,mlight_mean_morning__prev_delta__subj_delta
hole_v1,hole_v1_seed2,Q2,morning_mlight_mean__dev_roll3__subj_delta
hole_v1,hole_v1_seed2,Q2,morning_mlight_mean__dev_roll7
hole_v1,hole_v1_seed2,Q2,morning_mlight_mean__dev_roll7__subj_delta
hole_v1,hole_v1_seed2,Q2,morning_mlight_mean__prev_delta
hole_v1,hole_v1_seed2,Q2,morning_mlight_mean__prev_delta__subj_delta
hole_v1,hole_v1_seed2,Q2,steps_sum__weekday_vs_subject_mean
hole_v1,hole_v1_seed2,Q2,steps_sum__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed2,Q2,steps_sum__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed2,Q2,topapp_00_06_anyauth_time__subj_delta
hole_v1,hole_v1_seed2,Q2,topapp_00_06_카카오맵_time__subj_delta
hole_v1,hole_v1_seed2,Q2,topapp_all_youtube_music_time__subj_delta
hole_v1,hole_v1_seed2,Q2,wlight_mean__weekday_vs_subject_mean
hole_v1,hole_v1_seed2,Q3,anchor_logit
hole_v1,hole_v1_seed2,Q3,anchor_p
hole_v1,hole_v1_seed2,Q3,near_Q1_mean
hole_v1,hole_v1_seed2,Q3,past_Q1_mean
hole_v1,hole_v1_seed2,Q3,near_Q2_mean
hole_v1,hole_v1_seed2,Q3,future_Q2_mean
hole_v1,hole_v1_seed2,Q3,near_Q3_mean
hole_v1,hole_v1_seed2,Q3,past_Q3_mean
hole_v1,hole_v1_seed2,Q3,future_Q3_mean
hole_v1,hole_v1_seed2,Q3,activity_sum_21_03__prev_abs_delta
hole_v1,hole_v1_seed2,Q3,amb_speech_prob__prev_delta
hole_v1,hole_v1_seed2,Q3,amb_speech_prob__prev_delta__subj_delta
hole_v1,hole_v1_seed2,Q3,ble_deviceclass_1796_count__subj_delta
hole_v1,hole_v1_seed2,Q3,ble_unique_addr__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed2,Q3,distance_sum__weekday_vs_subject_mean
hole_v1,hole_v1_seed2,Q3,distance_sum__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed2,Q3,distance_sum__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed2,Q3,gps_lat_std__prev_delta__subj_z
hole_v1,hole_v1_seed2,Q3,gps_radius_proxy__prev_delta__subj_z
hole_v1,hole_v1_seed2,Q3,late_screen_last_hour__weekday_vs_subject_mean
hole_v1,hole_v1_seed2,Q3,late_screen_last_hour__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed2,Q3,q3x_day_app_media_sum__subj_delta
hole_v1,hole_v1_seed2,Q3,sleepwin_mlight_mean__prev_delta__subj_delta
hole_v1,hole_v1_seed2,Q3,state_4_ratio__weekday_vs_subject_mean
hole_v1,hole_v1_seed2,Q3,state_4_ratio__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed2,Q3,state_4_ratio__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed2,Q3,steps_18_24__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed2,Q3,steps_sum__weekday_vs_subject_mean
hole_v1,hole_v1_seed2,Q3,steps_sum__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed2,Q3,steps_sum__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed2,Q3,topapp_all_google_time__subj_delta
hole_v1,hole_v1_seed2,Q3,topapp_all_youtube_music_time__subj_delta
hole_v1,hole_v1_seed2,Q3,topapp_all_youtube_time__subj_delta
hole_v1,hole_v1_seed2,Q3,topapp_all_권한_관리자_time__subj_delta
hole_v1,hole_v1_seed2,Q3,topapp_all_권한_관리자_time__subj_z
hole_v1,hole_v1_seed2,S4,anchor_logit
hole_v1,hole_v1_seed2,S4,anchor_p
hole_v1,hole_v1_seed2,S4,near_S2_mean
hole_v1,hole_v1_seed2,S4,near_S4_mean
hole_v1,hole_v1_seed2,S4,future_S4_mean
hole_v1,hole_v1_seed2,S4,ble_deviceclass_1044_count__subj_delta
hole_v1,hole_v1_seed2,S4,bright_interrupt_hours__dev_roll7__subj_z
hole_v1,hole_v1_seed2,S4,longest_quiet_run_h__dev_roll3
hole_v1,hole_v1_seed2,S4,longest_quiet_run_h__dev_roll3__subj_delta
hole_v1,hole_v1_seed2,S4,longest_quiet_run_h__dev_roll7
hole_v1,hole_v1_seed2,S4,longest_quiet_run_h__dev_roll7__subj_delta
hole_v1,hole_v1_seed2,S4,longest_quiet_run_h__dev_roll7__subj_z
hole_v1,hole_v1_seed2,S4,longest_quiet_run_h__dev_weekday_mean
hole_v1,hole_v1_seed2,S4,longest_quiet_run_h__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed2,S4,longest_quiet_run_h__subj_delta
hole_v1,hole_v1_seed2,S4,longest_quiet_run_h__subj_z
hole_v1,hole_v1_seed2,S4,night_state_entropy__dev_weekday_mean
hole_v1,hole_v1_seed2,S4,night_state_entropy__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed2,S4,night_state_entropy__subj_delta
hole_v1,hole_v1_seed2,S4,sleep_block_fragmentation__dev_roll3
hole_v1,hole_v1_seed2,S4,sleep_block_fragmentation__dev_roll3__subj_delta
hole_v1,hole_v1_seed2,S4,sleep_block_fragmentation__dev_roll7
hole_v1,hole_v1_seed2,S4,sleep_block_fragmentation__dev_roll7__subj_delta
hole_v1,hole_v1_seed2,S4,sleep_block_fragmentation__dev_roll7__subj_z
hole_v1,hole_v1_seed2,S4,sleep_block_fragmentation__dev_weekday_mean
hole_v1,hole_v1_seed2,S4,sleep_block_fragmentation__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed2,S4,sleep_block_fragmentation__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed2,S4,sleep_block_fragmentation__subj_delta
hole_v1,hole_v1_seed2,S4,sleep_block_fragmentation__subj_z
hole_v1,hole_v1_seed2,S4,state_entropy__dev_weekday_mean
hole_v1,hole_v1_seed2,S4,state_entropy__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed2,S4,state_entropy__subj_delta
hole_v1,hole_v1_seed2,S4,topapp_00_06_anyauth_time__subj_delta
hole_v1,hole_v1_seed2,S4,topapp_00_06_카카오맵_time__subj_delta
hole_v1,hole_v1_seed2,S4,topapp_21_03_카카오뱅크_time__subj_delta
mirror_v1,mirror_v1_seed0,Q1,anchor_logit
mirror_v1,mirror_v1_seed0,Q1,anchor_p
mirror_v1,mirror_v1_seed0,Q1,near_Q1_mean
mirror_v1,mirror_v1_seed0,Q1,past_Q1_mean
mirror_v1,mirror_v1_seed0,Q1,future_Q1_mean
mirror_v1,mirror_v1_seed0,Q1,near_Q3_mean
mirror_v1,mirror_v1_seed0,Q1,future_Q3_mean
mirror_v1,mirror_v1_seed0,Q1,near_S1_mean
mirror_v1,mirror_v1_seed0,Q1,amb_vehicle_prob__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed0,Q1,app_browser_search_time__dev_roll3__subj_z
mirror_v1,mirror_v1_seed0,Q1,ble_deviceclass_1044_count__subj_delta
mirror_v1,mirror_v1_seed0,Q1,cn_h31_screen__subj_z
mirror_v1,mirror_v1_seed0,Q1,gps_moving_count_21_03__weekday_vs_subject_mean
mirror_v1,mirror_v1_seed0,Q1,gps_moving_count_21_03__weekday_vs_subject_mean__subj_delta
mirror_v1,mirror_v1_seed0,Q1,late_activity_last_hour__dev_weekday_mean
mirror_v1,mirror_v1_seed0,Q1,late_activity_last_hour__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed0,Q1,late_activity_last_hour__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed0,Q1,late_activity_last_hour__subj_delta
mirror_v1,mirror_v1_seed0,Q1,s4x_dark_fragmentation__subj_delta
mirror_v1,mirror_v1_seed0,Q1,state_2_ratio__dev_weekday_mean
mirror_v1,mirror_v1_seed0,Q1,state_2_ratio__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed0,Q1,state_2_ratio__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed0,Q1,topapp_00_06_anyauth_time__subj_delta
mirror_v1,mirror_v1_seed0,Q1,topapp_00_06_google_time__subj_delta
mirror_v1,mirror_v1_seed0,Q1,topapp_00_06_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed0,Q1,topapp_00_06_teams_time__subj_delta
mirror_v1,mirror_v1_seed0,Q1,topapp_00_06_시프티_time__subj_delta
mirror_v1,mirror_v1_seed0,Q1,topapp_00_06_카카오맵_time__subj_delta
mirror_v1,mirror_v1_seed0,Q1,topapp_21_03_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed0,Q1,topapp_21_03_teams_time__subj_delta
mirror_v1,mirror_v1_seed0,Q1,topapp_all_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed0,Q1,topapp_evening_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed0,Q1,wlight_n__dev_weekday_mean
mirror_v1,mirror_v1_seed0,Q1,wlight_n__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed0,Q1,wlight_n__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed0,Q2,anchor_logit
mirror_v1,mirror_v1_seed0,Q2,anchor_p
mirror_v1,mirror_v1_seed0,Q2,near_Q2_mean
mirror_v1,mirror_v1_seed0,Q2,past_Q2_mean
mirror_v1,mirror_v1_seed0,Q2,future_Q2_mean
mirror_v1,mirror_v1_seed0,Q2,near_Q3_mean
mirror_v1,mirror_v1_seed0,Q2,app_hourly_unique_max__subj_delta
mirror_v1,mirror_v1_seed0,Q2,app_time_21_03__dev_roll3__subj_z
mirror_v1,mirror_v1_seed0,Q2,app_time_21_03__dev_roll7__subj_z
mirror_v1,mirror_v1_seed0,Q2,app_time_21_03__prev_abs_delta
mirror_v1,mirror_v1_seed0,Q2,app_top_time__prev_abs_delta
mirror_v1,mirror_v1_seed0,Q2,ble_deviceclass_1044_count__subj_delta
mirror_v1,mirror_v1_seed0,Q2,q1x_morning_app_media_sum__subj_delta
mirror_v1,mirror_v1_seed0,Q2,q3x_late21_04_app_media_sum__subj_z
mirror_v1,mirror_v1_seed0,Q2,qpatch_late_app_time_slope__subj_delta
mirror_v1,mirror_v1_seed0,Q2,qpatch_late_app_time_slope__subj_z
mirror_v1,mirror_v1_seed0,Q2,qpatch_late_gps_moving_zmax__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_00_06_anyauth_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_00_06_bnkr몰_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_00_06_google_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_00_06_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_00_06_one_ui_홈_time__subj_z
mirror_v1,mirror_v1_seed0,Q2,topapp_00_06_teams_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_00_06_시프티_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_00_06_카카오맵_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_21_03_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_21_03_one_ui_홈_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_21_03_one_ui_홈_time__subj_z
mirror_v1,mirror_v1_seed0,Q2,topapp_all_google_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_all_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_all_youtube_music_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_all_youtube_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_all_카카오맵_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_evening_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed0,Q2,topapp_evening_youtube_time__subj_delta
mirror_v1,mirror_v1_seed0,Q3,anchor_logit
mirror_v1,mirror_v1_seed0,Q3,anchor_p
mirror_v1,mirror_v1_seed0,Q3,near_Q1_mean
mirror_v1,mirror_v1_seed0,Q3,past_Q1_mean
mirror_v1,mirror_v1_seed0,Q3,near_Q2_mean
mirror_v1,mirror_v1_seed0,Q3,near_Q3_mean
mirror_v1,mirror_v1_seed0,Q3,future_Q3_mean
mirror_v1,mirror_v1_seed0,Q3,activity_n__prev_abs_delta
mirror_v1,mirror_v1_seed0,Q3,activity_n__prev_abs_delta__subj_delta
mirror_v1,mirror_v1_seed0,Q3,activity_n__prev_abs_delta__subj_z
mirror_v1,mirror_v1_seed0,Q3,activity_sum_21_03__prev_abs_delta
mirror_v1,mirror_v1_seed0,Q3,activity_sum_21_03__weekday_vs_subject_mean__subj_z
mirror_v1,mirror_v1_seed0,Q3,amb_music_prob__dev_roll3__subj_z
mirror_v1,mirror_v1_seed0,Q3,app_hourly_time_std__subj_delta
mirror_v1,mirror_v1_seed0,Q3,app_hourly_time_std__subj_z
mirror_v1,mirror_v1_seed0,Q3,app_media_time__subj_delta
mirror_v1,mirror_v1_seed0,Q3,cn_h31_activity__subj_delta
mirror_v1,mirror_v1_seed0,Q3,cn_h31_activity__subj_z
mirror_v1,mirror_v1_seed0,Q3,gps_unique_grid4__prev_abs_delta
mirror_v1,mirror_v1_seed0,Q3,gps_unique_grid4__prev_abs_delta__subj_delta
mirror_v1,mirror_v1_seed0,Q3,longest_quiet_run_h__prev_abs_delta
mirror_v1,mirror_v1_seed0,Q3,pre_sleep_steps_sum_21_03__weekday_vs_subject_mean__subj_z
mirror_v1,mirror_v1_seed0,Q3,q1x_morning_app_media_sum__subj_delta
mirror_v1,mirror_v1_seed0,Q3,q3x_day_app_media_sum__subj_delta
mirror_v1,mirror_v1_seed0,Q3,q3x_day_app_media_sum__subj_z
mirror_v1,mirror_v1_seed0,Q3,qpatch_late_screen_zmax__subj_z
mirror_v1,mirror_v1_seed0,Q3,qpatch_late_screen_zmean__subj_delta
mirror_v1,mirror_v1_seed0,Q3,screen_n__prev_abs_delta
mirror_v1,mirror_v1_seed0,Q3,screen_n__prev_abs_delta__subj_delta
mirror_v1,mirror_v1_seed0,Q3,sleep_block_fragmentation__prev_abs_delta
mirror_v1,mirror_v1_seed0,Q3,sleepwin_mlight_mean__prev_delta__subj_delta
mirror_v1,mirror_v1_seed0,Q3,steps_21_03__weekday_vs_subject_mean__subj_z
mirror_v1,mirror_v1_seed0,Q3,topapp_21_03_teams_time__subj_delta
mirror_v1,mirror_v1_seed0,Q3,topapp_all_youtube_music_time__subj_delta
mirror_v1,mirror_v1_seed0,Q3,topapp_all_youtube_time__subj_delta
mirror_v1,mirror_v1_seed0,S4,anchor_logit
mirror_v1,mirror_v1_seed0,S4,anchor_p
mirror_v1,mirror_v1_seed0,S4,near_S2_mean
mirror_v1,mirror_v1_seed0,S4,near_S4_mean
mirror_v1,mirror_v1_seed0,S4,app_media_time__dev_weekday_mean
mirror_v1,mirror_v1_seed0,S4,app_media_time__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed0,S4,app_media_time__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed0,S4,app_media_time__subj_z
mirror_v1,mirror_v1_seed0,S4,ble_deviceclass_1044_count__subj_delta
mirror_v1,mirror_v1_seed0,S4,cn_h20_screen__subj_delta
mirror_v1,mirror_v1_seed0,S4,day_h20_screen__subj_delta
mirror_v1,mirror_v1_seed0,S4,gps_lon_std__prev_abs_delta__subj_z
mirror_v1,mirror_v1_seed0,S4,gps_radius_proxy__prev_abs_delta
mirror_v1,mirror_v1_seed0,S4,gps_radius_proxy__prev_abs_delta__subj_z
mirror_v1,mirror_v1_seed0,S4,gps_speed_mean__prev_abs_delta
mirror_v1,mirror_v1_seed0,S4,gps_speed_mean__prev_abs_delta__subj_z
mirror_v1,mirror_v1_seed0,S4,gps_speed_std__prev_abs_delta
mirror_v1,mirror_v1_seed0,S4,night_state_entropy__dev_weekday_mean
mirror_v1,mirror_v1_seed0,S4,night_state_entropy__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed0,S4,night_state_entropy__subj_delta
mirror_v1,mirror_v1_seed0,S4,state_entropy__dev_weekday_mean
mirror_v1,mirror_v1_seed0,S4,state_entropy__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed0,S4,state_entropy__subj_delta
mirror_v1,mirror_v1_seed0,S4,state_transition_count__dev_weekday_mean
mirror_v1,mirror_v1_seed0,S4,state_transition_count__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed0,S4,topapp_00_06_anyauth_time__subj_delta
mirror_v1,mirror_v1_seed0,S4,topapp_00_06_google_time__subj_delta
mirror_v1,mirror_v1_seed0,S4,topapp_00_06_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed0,S4,topapp_00_06_teams_time__subj_delta
mirror_v1,mirror_v1_seed0,S4,topapp_00_06_시프티_time__subj_delta
mirror_v1,mirror_v1_seed0,S4,topapp_00_06_카카오맵_time__subj_delta
mirror_v1,mirror_v1_seed0,S4,topapp_21_03_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed0,S4,topapp_21_03_카카오뱅크_time__subj_delta
mirror_v1,mirror_v1_seed0,S4,topapp_all_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed0,S4,topapp_evening_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,Q1,anchor_logit
mirror_v1,mirror_v1_seed1,Q1,anchor_p
mirror_v1,mirror_v1_seed1,Q1,near_Q1_mean
mirror_v1,mirror_v1_seed1,Q1,near_Q3_mean
mirror_v1,mirror_v1_seed1,Q1,future_Q3_mean
mirror_v1,mirror_v1_seed1,Q1,near_S1_mean
mirror_v1,mirror_v1_seed1,Q1,future_S4_mean
mirror_v1,mirror_v1_seed1,Q1,amb_vehicle_prob_21_03__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed1,Q1,amb_vehicle_prob__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed1,Q1,ble_deviceclass_1044_count__subj_delta
mirror_v1,mirror_v1_seed1,Q1,cn_h32_screen__subj_delta
mirror_v1,mirror_v1_seed1,Q1,gps_count__weekday_vs_subject_mean
mirror_v1,mirror_v1_seed1,Q1,gps_count__weekday_vs_subject_mean__subj_delta
mirror_v1,mirror_v1_seed1,Q1,gps_moving_count_21_03__weekday_vs_subject_mean__subj_delta
mirror_v1,mirror_v1_seed1,Q1,late_activity_last_hour__dev_weekday_mean
mirror_v1,mirror_v1_seed1,Q1,late_activity_last_hour__dev_weekday_mean__subj_delta
mirror_v1,mirror_v1_seed1,Q1,late_activity_last_hour__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed1,Q1,late_activity_last_hour__subj_delta
mirror_v1,mirror_v1_seed1,Q1,late_activity_last_hour__subj_z
mirror_v1,mirror_v1_seed1,Q1,q1x_morning_ble_near_sum__subj_z
mirror_v1,mirror_v1_seed1,Q1,q3x_day_app_media_sum__subj_delta
mirror_v1,mirror_v1_seed1,Q1,q3x_late21_04_app_social_sum__subj_delta
mirror_v1,mirror_v1_seed1,Q1,s4x_dark_fragmentation__subj_delta
mirror_v1,mirror_v1_seed1,Q1,state_2_ratio__dev_weekday_mean__subj_z
mirror_v1,mirror_v1_seed1,Q1,topapp_00_06_anyauth_time__subj_delta
mirror_v1,mirror_v1_seed1,Q1,topapp_00_06_google_time__subj_delta
mirror_v1,mirror_v1_seed1,Q1,topapp_00_06_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,Q1,topapp_00_06_teams_time__subj_delta
mirror_v1,mirror_v1_seed1,Q1,topapp_00_06_시프티_time__subj_delta
mirror_v1,mirror_v1_seed1,Q1,topapp_21_03_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,Q1,topapp_21_03_teams_time__subj_delta
mirror_v1,mirror_v1_seed1,Q1,topapp_21_03_시프티_time__subj_delta
mirror_v1,mirror_v1_seed1,Q1,topapp_all_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,Q1,topapp_evening_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,Q1,topapp_evening_카트라이더_러쉬플러스_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,anchor_logit
mirror_v1,mirror_v1_seed1,Q2,anchor_p
mirror_v1,mirror_v1_seed1,Q2,near_Q2_mean
mirror_v1,mirror_v1_seed1,Q2,past_Q2_mean
mirror_v1,mirror_v1_seed1,Q2,future_Q2_mean
mirror_v1,mirror_v1_seed1,Q2,near_Q3_mean
mirror_v1,mirror_v1_seed1,Q2,app_hourly_unique_max__subj_delta
mirror_v1,mirror_v1_seed1,Q2,app_top_time__prev_abs_delta
mirror_v1,mirror_v1_seed1,Q2,ble_deviceclass_1044_count__subj_delta
mirror_v1,mirror_v1_seed1,Q2,ble_deviceclass_2324_count__subj_delta
mirror_v1,mirror_v1_seed1,Q2,q3x_late21_04_app_media_sum__subj_z
mirror_v1,mirror_v1_seed1,Q2,q3x_late21_24_app_media_sum__subj_delta
mirror_v1,mirror_v1_seed1,Q2,q3x_late21_24_app_media_sum__subj_z
mirror_v1,mirror_v1_seed1,Q2,qpatch_late_app_time_zmax__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_00_06_anyauth_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_00_06_google_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_00_06_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_00_06_teams_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_00_06_시프티_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_21_03_kb스타뱅킹_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_21_03_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_21_03_teams_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_21_03_youtube_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_21_03_youtube_time__subj_z
mirror_v1,mirror_v1_seed1,Q2,topapp_21_03_시프티_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_all_anyauth_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_all_google_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_all_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_all_youtube_music_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_all_youtube_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_all_youtube_time__subj_z
mirror_v1,mirror_v1_seed1,Q2,topapp_all_카카오맵_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_evening_live스코어_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,topapp_evening_youtube_time__subj_delta
mirror_v1,mirror_v1_seed1,Q2,wlight_mean_morning__dev_roll7__subj_z
mirror_v1,mirror_v1_seed1,Q3,anchor_logit
mirror_v1,mirror_v1_seed1,Q3,anchor_p
mirror_v1,mirror_v1_seed1,Q3,near_Q1_mean
mirror_v1,mirror_v1_seed1,Q3,past_Q1_mean
mirror_v1,mirror_v1_seed1,Q3,near_Q2_mean
mirror_v1,mirror_v1_seed1,Q3,near_Q3_mean
mirror_v1,mirror_v1_seed1,Q3,past_Q3_mean
mirror_v1,mirror_v1_seed1,Q3,future_Q3_mean
mirror_v1,mirror_v1_seed1,Q3,near_S3_mean
mirror_v1,mirror_v1_seed1,Q3,activity_n__prev_abs_delta
mirror_v1,mirror_v1_seed1,Q3,activity_sum_21_03__prev_abs_delta
mirror_v1,mirror_v1_seed1,Q3,app_media_time__subj_delta
mirror_v1,mirror_v1_seed1,Q3,ble_deviceclass_1048_count__subj_delta
mirror_v1,mirror_v1_seed1,Q3,gps_unique_grid4__prev_abs_delta
mirror_v1,mirror_v1_seed1,Q3,gps_unique_grid4__prev_abs_delta__subj_delta
mirror_v1,mirror_v1_seed1,Q3,longest_quiet_run_h__prev_abs_delta
mirror_v1,mirror_v1_seed1,Q3,q1x_morning_app_media_sum__subj_delta
mirror_v1,mirror_v1_seed1,Q3,q3x_day_app_media_sum__subj_delta
mirror_v1,mirror_v1_seed1,Q3,q3x_day_app_media_sum__subj_z
mirror_v1,mirror_v1_seed1,Q3,q3x_evening_app_media_sum__subj_delta
mirror_v1,mirror_v1_seed1,Q3,screen_n__prev_abs_delta
mirror_v1,mirror_v1_seed1,Q3,screen_n__prev_abs_delta__subj_delta
mirror_v1,mirror_v1_seed1,Q3,sleep_block_fragmentation__prev_abs_delta
mirror_v1,mirror_v1_seed1,Q3,sleepwin_mlight_mean__prev_delta
mirror_v1,mirror_v1_seed1,Q3,sleepwin_mlight_mean__prev_delta__subj_delta
mirror_v1,mirror_v1_seed1,Q3,sleepwin_step_active_hours__weekday_vs_subject_mean__subj_z
mirror_v1,mirror_v1_seed1,Q3,sleepwin_wlight_max__dev_roll3__subj_z
mirror_v1,mirror_v1_seed1,Q3,topapp_00_06_google_time__subj_delta
mirror_v1,mirror_v1_seed1,Q3,topapp_21_03_teams_time__subj_delta
mirror_v1,mirror_v1_seed1,Q3,topapp_21_03_시프티_time__subj_delta
mirror_v1,mirror_v1_seed1,Q3,topapp_all_google_time__subj_delta
mirror_v1,mirror_v1_seed1,Q3,topapp_all_youtube_time__subj_delta
mirror_v1,mirror_v1_seed1,Q3,topapp_all_youtube_time__subj_z
mirror_v1,mirror_v1_seed1,Q3,wifi_records_21_03__prev_abs_delta
mirror_v1,mirror_v1_seed1,Q3,wlight_max_21_03__dev_roll3__subj_z
mirror_v1,mirror_v1_seed1,S4,anchor_logit
mirror_v1,mirror_v1_seed1,S4,anchor_p
mirror_v1,mirror_v1_seed1,S4,future_Q1_mean
mirror_v1,mirror_v1_seed1,S4,near_S2_mean
mirror_v1,mirror_v1_seed1,S4,future_S3_mean
mirror_v1,mirror_v1_seed1,S4,near_S4_mean
mirror_v1,mirror_v1_seed1,S4,app_media_time__dev_weekday_mean__subj_z
